platform,author,rating,title,content,updated,app_id,thumbs_up,appVersion
iOS,설@,5,카테고리 요청,"안녕하세요 
저희엄마가 최근 교통사고로 
의식이 돌아오지않고 장애인판정을 받았습니다 
이로인해 차량을 구매해 장애인차량으로 개조를 하거나
애초에 장애인차량을 구입해야하는데요
개조하는데 비용이 최소 700~1000만원대까지 나가요 
그래서 장애인차량으로 개조되어 있는 차량을 구매하고싶은데..
카테고리에 장애인차량 구분이 없어서
아쉽습니다 
만들어주시면 꼭 정말 너무 감사할거같아요..",2025-07-28 19:27:35-07:00,404512755,0,6.2.7
iOS,ebayc,1,아이폰 구동,"업뎃이후 구동안됨
아이폰에서 어플 구동 안됨",2025-07-24 16:39:16-07:00,404512755,0,6.2.6
iOS,도이치최고,1,망해가나,헤이딜러에게 왜 못비비는지 알겠다 딜러들 차파는데 거기다가 시세조회를 ㅋㅋㅋㅋ,2025-07-21 19:16:03-07:00,404512755,0,6.2.4
iOS,Dhsiabwixjd,1,차를 볼 수가 없네요,전부 판매 되거나 삭제된 게시물이래요,2025-07-15 16:08:39-07:00,404512755,0,6.2.2
iOS,개찌증님,1,자꾸 왜 판매된 항목이라고 뜨나요,전부 다 판매된 제품이라고 뜨네요,2025-07-11 00:39:33-07:00,404512755,1,6.2.2
iOS,항공모함,5,편하고 좋아요,차량 판매 및 구입이 편하고 좋아요.,2025-07-10 18:57:38-07:00,404512755,0,6.2.2
iOS,재재재바다,1,스레기,스레기어플,2025-07-10 00:25:56-07:00,404512755,0,6.2.1
iOS,imusecarr,5,검색 잘 써보고 있어요,검색 기능 좋아서 잘 써보고 있어요,2025-07-08 09:28:16-07:00,404512755,0,6.2.1
iOS,랭죠,1,엔카 모든 게시물 삭제로 보이는 현상,엔카 게시물 들어가면 삭제 됐다고 떠요;; 한달 전엔 무한로딩 지금은 삭제… 진심 이건 개발 문제 같은데 …..,2025-07-03 08:17:18-07:00,404512755,0,6.2.0
iOS,김김인인,1,모든 게시물이 다 판매되었거나 삭제되었다고 떠요...,계속그럼 ㅠ,2025-06-26 17:14:01-07:00,404512755,0,6.1.9
iOS,작다바지,1,무한로딩 해결안됐슈,무한로딩 해결안됐슈,2025-06-18 06:13:42-07:00,404512755,0,6.1.7
iOS,팩폭가,1,구매문의 채팅,"하루종일 로딩만 하다 보이지도 않아요

답답해 미치겠네요",2025-06-13 20:22:19-07:00,404512755,0,6.1.5
iOS,크크킄ㅇㅇ,1,ㅋㅋ딜러경매 ? 의미 없은 앱,딜러 경매로 최고가 받고 판매요청하니 그 금액에는 매입이 힘들다네 ㅋㅋㅋㅋㅋㅋㅋㅋ 지가 입찰 넣고 지가 힘들다네~~,2025-06-08 17:37:02-07:00,404512755,0,6.1.4
iOS,ㅈㄷㅅㄱ̑̈,1,앱 접속이 왜 안되죠,제가 웬만하면 리뷰 잘 안 다는데 차량에 관심이 있어서 그 차량을 보려고 하면 자꾸 로딩이 뜨네요 심지어 5분동안 로딩이 뜨더라고요 처음엔 제 휴대폰이 먹통인 줄 알았는데 그것도 아니고요 고객을 위해서라면 이런 것들도 수정을 해줘야 하는 거 아닙니까? 저희가 일일이 앱 삭제하고 또 깔아야 하는 번거로움을 해야 하는 겁니까? 너무 화나고 답답해서 말이 안 나옵니다 고객인 저희가 번거롭게 수고를 하는 것보다 관리자가 더욱 신경 써서 수고를 덜어내는 것이 맞지 않습니까? 이번엔 제가 앱 삭제하고 다시 설치하는 중인데 똑같은 현상이 일어나면 엔카 절대 사용 못할 것 같습니다 오류가 생기면 피드백을 받고 제때 수정 해주셨으면 좋겠습니다,2025-06-08 07:19:11-07:00,404512755,0,6.1.4
iOS,고봉익,1,직접팔기 안돼 개고생만 먗일후 앱제거함,사기수준,2025-06-01 09:39:51-07:00,404512755,0,6.1.4
iOS,뭐임마우어유,1,앱 개발자 확인좀 해라 쫌,차량 검색 하고 누르면 무한 로딩 이다,2025-05-26 08:08:53-07:00,404512755,0,6.1.3
iOS,하:;:,3,허위매물,다 좋은데 뭔 팔지도 않는거 처 올리는 사람들은 뭐임 매물 올려놓고 문의하면 안 팔고 자랑용으로 처 올려뒀다는데 그럼 왜 올려둔지 모르겠음 이런것 좀 제재해두셈,2025-05-20 16:56:13-07:00,404512755,0,6.1.2
iOS,화담선생님,1,1,"먹통좀해결해줘여진짜
거의한달째입니다",2025-05-14 06:20:22-07:00,404512755,0,6.1.0
iOS,벨브제브,1,업데이트했는데 첫화면 차량안뜨는데 먹통인가요?,아이폰인데 화면 모양만 나오고 글자나 차들이 안뜨네요 검색해도 차량0대라고 뜨네요;,2025-05-13 17:19:57-07:00,404512755,0,6.1.0
iOS,멜로파파,3,앱 먹통,"아무것도 동작 안함

로그인 하니 해결되었어요

로그인 전에는 아무 것도 안나왔습니다

별점 수정 1 > 3",2025-05-13 06:49:00-07:00,404512755,0,6.1.0
iOS,박드릭,1,쓰라는 건가요 말라는건가요?,지금 몇주째 엔카 접속시 목록 자체가 안뜨는데 다른분들 답글보니 몇몇분들에게 그렇게 나온다는게 말이 되나요..? 다른 앱들은 정상작동 하는데요..?,2025-05-13 06:19:25-07:00,404512755,0,6.1.0
iOS,스마일 맨,4,엔카 어플,상세조건검색 배기량없네요 아쉼,2025-05-12 03:31:27-07:00,404512755,0,6.0.9
iOS,마카오겜,1,어플이 개 쓰레리에요,한달째 먹통인데 오류수정도 안하고 손놓고 있습니다,2025-05-11 12:25:28-07:00,404512755,0,6.0.9
iOS,싹스 프리덤,1,왜 이렇게 검색하기 어렵게??,못쓰겠네 ㅡㅡ;;,2025-05-10 23:00:42-07:00,404512755,0,6.0.9
iOS,곤몽,1,업데이트이후,업데이트이후 아무것도 안떠요,2025-05-10 21:39:28-07:00,404512755,0,6.0.9
iOS,fey725,1,검색 안됨,"벌써 한달째 차량검색이 안됨.
ㅡㅡ 
관리자는 퇴사 했나요??",2025-05-08 18:04:17-07:00,404512755,0,6.0.9
iOS,ㅇㅋㅌㄹㄱㄴ,1,앱먹통,"앱 들어가면 차량 상세조건도 안뜨고
검색을해도 아무것도 안뜹니다
5월 연휴부터 계속 안되는데 리뷰 답변보고 답답해서 씁니다",2025-05-07 18:40:12-07:00,404512755,0,6.0.9
iOS,사하구김불꽃,1,Sk계열이라그런가,전국민해킹에이어 앱은완전먹통3일째인데 연휴라 개발자는 휴가간듯하네,2025-05-02 04:35:33-07:00,404512755,0,6.0.9
iOS,₩₩:!₩:₩:,1,업데이트 안됨,당장 사용해야되는데 업데이트 안되어 사용 불가,2025-04-21 15:23:37-07:00,404512755,0,6.0.8
iOS,skawkddnd,5,전기차,전기차는 왜 나오지않는거죠????,2025-04-17 19:12:23-07:00,404512755,0,6.0.8
iOS,k랄뽕,1,관리 끝판왕 ㅎㅎ,"이틀에 한번 꼴로 로그인 튕겨져 있음
관리부서 직원들 일 안하시나요?",2025-04-17 16:37:48-07:00,404512755,0,6.0.8
iOS,유병남,5,좋은데요 한번만 봐주세요,패드 사용자를 위한 패드어플도 따로 한번 내주셨으면좋겠어요,2025-04-10 23:13:59-07:00,404512755,0,6.0.7
iOS,뭐이딴게있는겨,1,팅겨서 못들어감,안켜짐,2025-04-08 06:31:43-07:00,404512755,0,6.0.6
