reviewId,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,platform,package_name,rating,author,updated
477cf1f8-30b2-4d6a-aa6a-e6a802042c17,쿄쿄,좋은 중고차 정보 및 다양한 혜택 주네요,5,0,2025-08-29 16:03:53,"안녕하세요 쿄쿄 고객님, KB차차차입니다. 우선 소중한 리뷰 감사드립니다♥ 간편 회원가입 후 차량번호를 입력해주시면 내 차 시세 조회 및 내 차의 보험, 사고이력 조회가 가능하며 놓치기 쉬운 차량관리 서비스를 알아서 차차차가 챙겨 드립니다. 고객님의 성원에 힘입어 다양한 이벤트 또한
진행되고 있으니 앞으로도 KB차차차 많은 관심과 이용 부탁 드립니다. 감사합니다♥",2025-08-29 17:40:43,Android,kr.co.kbc.cha.android,5,쿄쿄,2025-08-29 16:03:53
d0627aa9-5e4a-44fb-8a84-1a964207f2ab,Junga Choi,차 시세를 간편하게 알 수 있고 내가 원하는 차량을 한눈에 비교해줘서 편리합니다!!,5,0,2025-08-29 16:03:50,"안녕하세요 Junga Choi 고객님, KB차차차입니다. 칭찬, 진심으로 감사드립니다♥ KB차차차는 고객님들께서 보다 쉽고 편리하게 중고차를
거래하실 수 있도록 다양한 서비스를 통해 도와드리고 있어요. 소중한 리뷰 감사드리고 앞으로도
KB차차차에 많은 사랑과 관심 부탁드립니다. 감사합니다♥",2025-08-29 17:36:46,Android,kr.co.kbc.cha.android,5,Junga Choi,2025-08-29 16:03:50
3e1942bf-fcbd-40bf-bc11-4c3b5c23e4d6,제이제이,ui부터 직관적이고 차테크에최적,5,0,2025-08-29 16:01:45,"안녕하세요, 제이제이 고객님 KB차차차입니다. 우선 소중한 리뷰 정말 감사드립니다!♥ KB차차차만의 '차테크' 서비스를 이용하고 만족하셨다니 저희도 기뻐요! 차테크 서비스에서 내 한도 조회하고~ 조회된 한도로 예산에 맞는 차량도 온라인을 통해 구매하실 수 있으니 자주 이용해주세요! 감사합니다!♥",2025-08-29 17:31:28,Android,kr.co.kbc.cha.android,5,제이제이,2025-08-29 16:01:45
7b5cf2d1-edd7-47ee-9bfe-adf713185a66,입닫고 빵이나 먹어,어플 평가 좋길래 중고차 사려고 방문 했더니 어김없이 허위매물유도 일산에서 수원까지 왕복 4시간 걸렸는데 너무 허탈하다,1,0,2025-08-29 14:50:04,"안녕하세요 고객님. 먼곳에서 귀한 걸음 해주셨는데 기대에 부응하지 못해 죄송한 마음입니다. KB차차차는 허위매물 등으로 소비자를 기망하는 딜러가 확인되면 강력한 주의조치를 주는 정책을 운영하고 있습니다. 허위 매물 유도에 대한 상세 내역을 KB차차차 1:1 문의함을 통해 상세히 등록해 주시거나 고객센터(1670-4777)를 통해 접수해주시면 해당 내용 조사를 통해 조치후 고객님께 조치내용을 전달드리도록 하겠습니다. 서비스 이용에 만족을 드리지 못한 점 사과드리며, 보다나은 서비스로 소비자 중심 경영을 실현하는 KB차차차가 되도록 꾸준히 개선해 나가겠습니다. 감사합니다.",2025-09-12 17:14:20,Android,kr.co.kbc.cha.android,1,입닫고 빵이나 먹어,2025-08-29 14:50:04
1f2506aa-6aac-433a-ab8a-d92b44f45e9c,김혜인,중고차 구매하고싶어서 다운받았는데 시세도 정확하고 믿음직스러워요,5,0,2025-08-22 22:09:01,"안녕하세요 고객님. 차를 산다는 건 정말 큰 결정이죠. 그런 중요한 순간에 KB차차차를 선택해 주셔서 진심으로 감사드립니다 ♥ 소중한 리뷰 감사드리며, 앞으로도 중고차 구매의 든든한 파트너로서 늘 고객님 곁에 있겠습니다!",2025-09-11 17:12:11,Android,kr.co.kbc.cha.android,5,김혜인,2025-08-22 22:09:01
411fc5e7-9c02-4d0e-8e17-0c0b1b62b12a,간간인,여러 정보를 볼수있어 좋아요,5,0,2025-08-22 22:00:59,"
안녕하세요 고객님, KB차차차입니다.
국내 최다 매물을 보유한 KB차차차에서는 편리한 검색기능도 함께 갖추어 원하시는 차량을 보다 쉽고 편리하게 찾아보실 수 있습니다!!
소중한 의견 감사드리고 보다 나은 서비스 제공을 위해 더욱 노력하는 KB차차차 될 것을 약속드립니다. 감사합니다. :)",2025-08-25 09:08:09,Android,kr.co.kbc.cha.android,5,간간인,2025-08-22 22:00:59
3a79a3d3-f104-4b79-80b7-faa2728d1251,한지우,중고차 알아볼때 너무 유용해요! 직접 발품안팔아도 앱으로 자세하게 알아볼수있어서 정말좋아요,5,0,2025-08-22 18:36:28,안녕하세요 고객님. 발품 팔지 않아도 되는 편리함! 바로 KB차차차가 전해드리고 싶은 경험이었어요~~ 고객님의 말씀 덕분에 저희가 가는 방향이 맞다는 확신이 듭니다! 앞으로도 더 유용하고 신뢰할 수 있는 서비스로 보답드릴게요!,2025-09-11 17:11:50,Android,kr.co.kbc.cha.android,5,한지우,2025-08-22 18:36:28
c686fd1d-d71a-4dee-81ca-5b157b8f982d,김문기,보기 편하고 쉬운 설명 좋습니다~~~,5,0,2025-08-22 18:17:47,"안녕하세요 고객님. 보기 편하고 쉬운 설명이 도움되 되셨다니 마음이 뿌듯해집니다. 자동차에 대해 잘 모르시는 분들도 KB차차차를 이용하시기 쉽고, 또 KB차차차에 머무르시는 시간이 의미있을 수 있도록 계속 노력하는 KB차차차가 되겠습니다^^",2025-09-11 17:11:38,Android,kr.co.kbc.cha.android,5,김문기,2025-08-22 18:17:47
dec815df-af32-44a0-a6c4-3191161f49f6,박주원,중고차 매매할 때 구체적이고 신뢰도 있는 정보가 있어 도움이 되고 매물이 많아 거래할 때 좋습니다^^,5,0,2025-08-22 18:06:45,안녕하세요 고객님. 말씀해주신 것처럼 중고차 매매에서 가장 중요한 것은 '신뢰할 수 있는 정보'와 '다양한 매물'이라고 생각합니다. 중고차를 매매하실 때 KB차차차가 언제나 든든한 나침반과 지도 같은 역할을 해드릴 수 있도록 늘 최선을 다하겠습니다. 감사합니다!,2025-09-11 17:11:24,Android,kr.co.kbc.cha.android,5,박주원,2025-08-22 18:06:45
73979edf-763b-4149-a88b-5e9ec2575572,조영남,차량이 많아서 보기좋아요~ 차 바꿀때 이용했어요~,5,0,2025-08-22 17:43:32,"안녕하세요 고객님. 고객님께서 차량을 바꾸실 때 저희 KB차차차를 이용해주셨다니, 저희에게는 더 없는 보람입니다. 다양한 매물을 제공하는 것은 저희가 가장 신경 쓰는 부분 중 하나인데, 고객님께서 만족해주셨다니 큰 힘이 되네요. 다음 번에도 차량을 바꾸실 때 가장 먼저 떠올리실 수 있는 KB차차차가 되도록 노력하겠습니다^^",2025-09-11 17:11:15,Android,kr.co.kbc.cha.android,5,조영남,2025-08-22 17:43:32
56fa6d52-fcdb-49d5-8beb-dfbb00d8928c,이정인,앱 포인트를 활용할 수 있는 마켓이 있으면 좋겠어요. 어플 자체는 편하고 좋습니다.,5,0,2025-08-22 17:42:20,안녕하세요 고객님. 고객님의 소중한 의견과 따뜻한 말씀 진심으로 감사드립니다. 말씀해 주신 의견은 저희가 서비스 개선에 적극 반영할 수 있도록 검토하여 더 알차고 만족스러운 KB차차차가 될 수 있도록 노력하겠습니다. 감사합니다!,2025-09-11 17:11:02,Android,kr.co.kbc.cha.android,5,이정인,2025-08-22 17:42:20
7f043a98-0d6d-4c7d-9583-621ec9aa18ba,구영아,KB 차차차❤역시 최고입니다^^ 자동차 앱인데 차차차라니 이름부터 귀에 때려박혀서 참신합니다 게다가 앱이 진짜 사용하기 편하게 쉽게 구성되었습니다 다채로운 이벤트도 자주있어서 안 쓸 이유가 없습니다❤ 무조건 칭찬합니다❤,5,4,2025-08-22 17:20:20,"안녕하세요 고객님. 이름부터 마음에 들어해주시고, 사용성과 이벤트까지 모두 칭찬해주시니 정말 감동입니다. 앞으로도 이름값 제대로, 고객님의 응원에 걸맞게 더 좋은 서비스로 보답드리겠습니다 ♥",2025-09-11 17:10:50,Android,kr.co.kbc.cha.android,5,구영아,2025-08-22 17:20:20
1a20ff33-dd41-42a9-8d77-64c0b2095ce5,손루키,다른 곧 보다 차량도 많고 믿을 수 있는 kb라서 차량을 구매할 때 믿음이 갑니다.,5,0,2025-08-22 16:44:43,"안녕하세요 고객님. KB차차차는 검증된 풍부한 매물과 신뢰할 수 있는 정보를 기반으로 고객님께 안심할 수 있는 중고차 거래 경험을 제공하고자 꾸준히 노력하고 있습니다. KB차차차를 이용해 주셔서 감사드리며, 앞으로도 믿고 찾을 수 있는 중고차 플랫폼으로 늘 곁에 있겠습니다^^",2025-09-11 17:10:37,Android,kr.co.kbc.cha.android,5,손루키,2025-08-22 16:44:43
ecf7e53a-b323-46fb-a218-50155d090f7c,지긍,차차차어플을 쓰면서 다양한 정보를 알수있었어요,5,0,2025-08-22 16:39:20,"안녕하세요 고객님. KB차차차를 통해 다양한 정보를 확인하실 수 있었다니 큰 보람을 느낍니다. KB차차차는 차량 시세, 매물, 금융, 관리까지 차량 생활 전반에 필요한 정보를 체계적으로 제공해 드리고자 노력하고 있습니다. 앞으로도 더 신뢰할 수 있고 유용한 정보로 고객님께 다가가도록 하겠습니다 ^^",2025-09-11 17:10:22,Android,kr.co.kbc.cha.android,5,지긍,2025-08-22 16:39:20
60b1b360-e886-4cb2-939e-e6e2eac0a312,로즈로즈,차 비교가 쉽고 다양한 매물이 있어서 중고차 매매에 도움이 많이 되는 믿고 보는 KB차차차,5,0,2025-08-22 16:35:33,안녕하세요 고객님. 차 비교도 쉽고 매물도 다양해서 도움이 되셨다니 정말 뿌듯합니다 ^^ 앞으로도 안심하고 편리하게 쓰실 수 있도록 더 열심히 달리겠습니다 ♥,2025-09-11 17:10:12,Android,kr.co.kbc.cha.android,5,로즈로즈,2025-08-22 16:35:33
7d3a927c-0934-487b-be51-51813f1e167a,동동글이,"KB 차차차는 “사용하기 쉽고, 원하는 매물을 바로 찾을 수 있어서 만족합니다. 추천합니다.” 어플 “깔끔한 디자인과 빠른 실행 속도가 마음에 듭니다.” “필요한 정보를 빠르게 확인할 수 있어 편리합니다",5,0,2025-08-22 16:24:42,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",2025-08-25 09:07:33,Android,kr.co.kbc.cha.android,5,동동글이,2025-08-22 16:24:42
7551f07a-23d0-4a8b-9dcb-890d3104a989,인터스텔라,타앱 대비 최적화 잘되어있고 kb 앱들과 비슷해서 쓰기 편해요,5,0,2025-08-22 16:15:04,안녕하세요 고객님. KB의 가족 앱 같은 느낌이 다가오셨다니 저희도 기쁩니다. 최적화까지 잘 되어 있다고 해주셔서 힘이 나네요. 앞으로도 KB의 감성에 차차차만의 편리함과 든든함을 더한 KB차차차가 되겠습니다. 감사합니다!,2025-09-11 17:09:54,Android,kr.co.kbc.cha.android,5,인터스텔라,2025-08-22 16:15:04
1e7315cd-936b-4ec7-a916-709c6120fe84,고영원,현시세 잘 비교할 수 있어서 좋습니다,5,0,2025-08-22 16:14:36,안녕하세요 고객님. 말씀해주신 것처럼 정확하고 신뢰할 수 있는 시세 비교 기능은 KB차차차가 가장 중요하게 생각하는 가치입니다. 앞으로도 고객님의 합리적인 선택을 도와드릴 수 있도록 더 정교하고 믿을 수 있는 정보를 제공해드리도록 노력하겠습니다. 감사합니다!,2025-09-11 17:09:36,Android,kr.co.kbc.cha.android,5,고영원,2025-08-22 16:14:36
4baa54a8-f14a-4b83-8f3c-dd9a060c80cd,bruce lee,믿고 쓰는 kb차차차입니다. UI가 처음 쓰는 사람에게도 시인성 좋게 되어있습니다. 다른 어플보다 손이 더갑니다 매물도좋고!,5,0,2025-08-22 16:12:22,"안녕하세요 고객님. UI와 매물까지 꼼꼼히 봐주셔서 감사합니다. 처음 쓰시는 분도 쉽고, 계속 쓰고 싶어지는 앱이 될 수 있도록 앞으로도 매물과 서비스 모두 최선을 다행 달려가겠습니다. 감사합니다!",2025-09-11 17:09:22,Android,kr.co.kbc.cha.android,5,bruce lee,2025-08-22 16:12:22
20f7c284-d8e2-4707-8074-e2d3f5a5fc50,변지훈,차량 가격을 쉽게 알아볼수있어서 좋고 구경할거리도 많아서 시간때우기 좋아요,5,0,2025-08-22 16:08:05,"안녕하세요 고객님. 차량 가격을 쉽게 확인하시고 둘러보는 재미까지 느끼셨다니, 큰 보람을 느낍니다. KB차차차는 신뢰할 수 있는 데이터와 폭넓은 매물 정보를 기반으로 고객님께 합리적인 선택과 즐거운 경험을 함께 드리고자 합니다. 앞으로도 즐거움과 전문성을 모두 갖춘 서비스로 고객님 곁에 함께하겠습니다. 감사합니다!",2025-09-11 17:07:12,Android,kr.co.kbc.cha.android,5,변지훈,2025-08-22 16:08:05
b1daa812-e89c-4401-93fd-5e6b73ef568e,징이,만족해용,5,0,2025-08-22 16:06:49,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",2025-08-25 09:07:21,Android,kr.co.kbc.cha.android,5,징이,2025-08-22 16:06:49
3a0d5d87-5d0f-4947-b8b0-079737b81bd4,zhirui lin,중고차 견적을 쉽게 받을수 있어 제차의 적정 가격을 알수 있어서 편리한 앱이라 생각합니다,5,0,2025-08-22 16:06:05,안녕하세요 고객님. 소중한 경험을 나눠주셔서 진심으로 감사드립니다. 말씀주신 것처럼 내 차의 적정가치를 쉽고 편리하게 확인하실 수 있도록 돕는 것이 KB차차차가 가장 중요하게 생각하는 부분 중에 하나 입니다. 앞으로도 더 정확하고 신뢰할 수 있는 정보를 드리기 위해 꾸준히 노력하는 KB차차차가 되겠습니다. 감사합니다!,2025-09-11 17:06:35,Android,kr.co.kbc.cha.android,5,zhirui lin,2025-08-22 16:06:05
33265ce6-81e2-48b1-9cb9-b69795d1a280,강태희,다양한 혜택과 이벤트가 잇어서 잘 이용하고 있어요,5,0,2025-08-22 16:06:00,안녕하세요 고객님. 이벤트와 혜택을 잘 이용하고 계시다니 준비한 저희도 뿌듯합니다^^ 앞으로도 고객님께 즐거움과 함께 실질적인 도움을 드릴 수 있는 중고차 플랫폼이 되도록 노력하겠습니다. 감사합니다!,2025-09-11 17:06:17,Android,kr.co.kbc.cha.android,5,강태희,2025-08-22 16:06:00
6d5207cb-3734-4855-8232-7839334f1143,이희민,다른곳이랑 비교해보고 견적내었는데 다른곳보다 좀 더 많이 나온것같아요 아쉬운점은 처리과정이 좀 느린편인거같아요,4,0,2025-08-22 16:04:17,"안녕하세요 고객님. 견적 부분에서는 만족하셨지만, 처리 과정에서 아쉬움을 드려 죄송합니다. 말씀해주신 피드백은 소중히 받아들여 더 신속하고 편리한 서비스를 제공할 수 있도록 개선해 나가겠습니다. 혹시 과정 중에 특히 불편하게 느끼셨던 부분이 있으셨다면 추가로 알려주시면 정말 큰 도움이 될 것 같습니다. 고객님의 의견을 반영해 더 빠르고 만족스러운 서비스로 발전해 나가겠습니다. 감사합니다!",2025-09-11 17:05:36,Android,kr.co.kbc.cha.android,4,이희민,2025-08-22 16:04:17
80e91d51-4d56-495c-a7a7-38c218d663fb,최은선,"중고차 살때 정말 유용합니다, 내차 시세는.물론 중고차 비교하는데 정말 수월하구요, 비대면 거래도 가능해서 지인들에게 추천했어요 !!",5,0,2025-08-22 16:02:38,안녕하세요 고객님. 중고차 거래가 필요하신 순간 KB차차차가 도움이 되었다는 말씀 저희에게도 큰 선물이에요. 지인분들께 추천까지 해주셔서 더 힘이 나네요. 앞으로도 믿고 사용하실 수 있는 중고차 플랫폼이 될 수 있도록 노력을 아끼지 않겠습니다. 많은 이용 부탁드립니다. 감사합니다!,2025-09-11 17:05:21,Android,kr.co.kbc.cha.android,5,최은선,2025-08-22 16:02:38
fe95f565-0ba8-4cc7-9bf9-0861790d1910,JS S,좋아요,5,0,2025-08-22 16:02:33,"안녕하세요 고객님. 짧지만 힘이 되는 말씀 감사합니다. 남겨주신 응원에 큰 보람을 느낍니다. 혹시 앞으로 KB차차차가 더 나아지면 좋겠다 싶은 부분이 있으시면 언제든 들려주세요. KB차차차는 항상 고객님의 의견을 기다리며, 고객님의 의견과 함께 달려가겠습니다! 감사합니다 ♥",2025-09-11 17:05:07,Android,kr.co.kbc.cha.android,5,JS S,2025-08-22 16:02:33
