platform,author,rating,title,content,updated,app_id,thumbs_up,appVersion
iOS,채식채식,5,좋은 매물과 재미진 이벤트가 많아요,특정지역에 한정되긴 하지만 흥미로운 매물이 많이 보이고 재미있는 이벤트가 많아요~!!,2025-06-21 21:28:40-07:00,1112366886,0,5.0.2
iOS,ellie jung19,5,중고차 거래부터 차량 관리까지 한 번에 해결할 수 있어 편리해요,"KB차차차 앱은 중고차 거래부터 차량 관리까지 한 번에 해결할 수 있어 정말 편리해요. 특히 실매물 기반의 중고차 검색 기능이 신뢰감을 줘서 안심하고 차량을 살펴볼 수 있었고, 할부 계산기나 차량 시세 조회 기능도 직관적이라 이용하기 쉬웠어요. 앱 디자인도 깔끔하고 로딩 속도도 빨라서 전반적인 사용자 경험이 좋았습니다. 차량 등록이나 문의도 간편해서 중고차 구매를 처음 해보는 사람에게도 추천할 수 있는 앱이에요. 앞으로도 꾸준한 업데이트 기대합니다.특히 실매물 기반의 중고차 검색 기능이 신뢰감을 줘서 안심하고 차량을 살펴볼 수 있었고, 할부 계산기나 차량 시세 조회 기능도 직관적이라 이용하기 쉬웠어요. 앱 디자인도 깔끔하고 로딩 속도도 빨라서 전반적인 사용자 경험이 좋았습니다. 차량 등록이나 문의도 간편해서 중고차 구매를 처음 해보는 사람에게도 추천할 수 있는 앱이에요. 앞으로도 꾸준한 업데이트 기대합니다.",2025-06-20 00:44:36-07:00,1112366886,0,5.0.2
iOS,정이당크크,5,중고차 살땐 kb차차차,"여기서 중고차 두번이나 구매했어요 믿을수 있는 매물, 매물도 많고 너무 유용합니다",2025-06-20 00:13:36-07:00,1112366886,0,5.0.2
iOS,별명이 제일 짜증나게 하는군,1,고객센터 센터장이라는 사람때문에,"믿음이라는게 안 생기는 곳이네요. 고객센터에서 자기가 가장 높은 센터장이라고 직접 이야기하신 분이랑 통화 하고 나니까 kb라는 이름이 너무 아깝고 동네 중고차 파는 작은 가게보다도 더 믿음이 안가는 곳이라는걸 바로 느끼게 됩니다.이를 계기로 주거래 은행도 바꾸게 해주신 고객센터 센터장님께 감사드립니다.
열심히 일하는 딜러분들 밥줄 다 사라지기 전에 고객센터 좀 점검하시길.",2025-06-18 20:50:22-07:00,1112366886,0,5.0.2
iOS,켄ㄷㄱㅅ,3,약관 동의후 멈춤,약관 동의하고 확인 누르면 진행이 안되고 멈추어 있어요,2025-06-15 15:35:48-07:00,1112366886,0,5.0.2
iOS,인생잼,1,약관동의 에러,약관동의 화면에서 뭔짓을 해도 안넘어감 탈퇴도 안되고 돌아버림,2025-06-14 20:12:52-07:00,1112366886,0,5.0.2
iOS,빼기한모금,1,쑤레기 어플,로그인하면 약관동의 계속 나오고 확인 눌러도 안 넘어감,2025-06-14 13:59:11-07:00,1112366886,0,5.0.2
iOS,하얀구름이다,1,약관동의에서 멈추는 앱,"몇 번을 다시 깔아도 멈추네요.
약관동의에서……
아이폰15플러스",2025-06-14 00:13:00-07:00,1112366886,0,5.0.2
iOS,슈트리더,5,저도 약관동의 하라는 메시지 뜨네요,재접해도 계속뜨고 체크하고 확인 누르려해도 다음 페이지로 안 넘어 갑니다.. 다른걸 하고 싶어도 켜자마자 떠버리니까 아무것도 못하네요..ㅜ,2025-06-13 19:09:02-07:00,1112366886,0,5.0.2
iOS,가 람,1,약관동의에서 안넘어감,재설치도 당연히 해봄,2025-06-12 15:09:19-07:00,1112366886,0,5.0.2
iOS,호하호하호히하히,2,로그인 안되네요,아이디/비번 입력하고 약관동의 화면에서 확인눌러도 먹통입니다.,2025-06-12 02:53:07-07:00,1112366886,0,5.0.2
iOS,하오하호11,5,완전 유용해요,만족하며 사용하고 있고 도움이 많이 됩니다,2025-06-10 00:25:15-07:00,1112366886,0,5.0.2
iOS,롱구리리,5,중고차 알아보기,좋아요ㅎㅎ간편해요,2025-06-06 06:21:56-07:00,1112366886,0,5.0.2
iOS,선릉호랑이,1,메인 디자인이 뭐죠?,중고차 구매하기 위해 접속했는데 엔카 메인과 너무 흡사해서 놀랬습니다. 엔카에 들어온줄~~~ 신경좀 쓰십시오. 표절인줄~~,2025-05-20 08:15:54-07:00,1112366886,0,5.0.1
iOS,dzleezb,4,로그인,네이버로그인이 안되요,2025-05-18 04:04:07-07:00,1112366886,0,5.0.0
iOS,새우탕맛있어,2,로그인 불가,네이버 계정 로그인이 안되고 있음 버그인가,2025-05-17 03:29:41-07:00,1112366886,0,5.0.0
iOS,스마일 맨,3,어플,상세조건검색 배기량없네요 아쉼,2025-05-12 03:33:00-07:00,1112366886,0,4.7.8
iOS,인천증구첨잠,5,차차차,"국민자동차앱으로 등록되기 3일전!ㅎ ㅎ ㅎ
승승장구하십쇼다!ㅎ ㅎ ㅎ 팅이화! ㅎ ㅎ ㅎ",2025-05-09 06:18:25-07:00,1112366886,0,4.7.8
iOS,garden:),5,비교하기 편하고 좋아요,중고차 편하게 폰으로 알아볼 수 있어서 좋아요!,2025-05-09 03:05:58-07:00,1112366886,0,4.7.8
iOS,지현다은아빠,3,극악의 당첨률,그래도 소소해도 뭐하나 주네요.,2025-05-04 20:10:15-07:00,1112366886,0,4.7.7
iOS,ijawa218,5,좋아용~~,차팔고 사기에는 최고의 앱입니다~~~,2025-04-25 00:03:42-07:00,1112366886,0,4.7.7
iOS,akdingun,5,좋아여,매일 매일 정보체크 도움이 됩니다,2025-04-24 03:53:04-07:00,1112366886,0,4.7.7
iOS,쏘나타👍🏻👍🏻,5,쏘나타 구입했어요,아주 기분좋은 거래했습니다,2025-04-16 18:44:29-07:00,1112366886,0,4.7.7
iOS,아이스woojin,5,Good,좋아요.,2025-04-03 07:14:25-07:00,1112366886,0,4.7.7
iOS,Friend052231,1,로그인창 무한반복,비밀번호 옳게입력해도 다시회원가입 창으로 무한반복되서 짜증나네요 고쳐주세요,2025-03-23 04:45:28-07:00,1112366886,0,4.7.6
iOS,걷달,5,KB차차차! 으라차차차!,차량 유지에서 부터 관리 그리고 처분까지 아주 유용한 어플입니다 익일 번창하세요 KB차차차! 으라차차차!!,2025-03-22 05:23:07-07:00,1112366886,0,4.7.6
iOS,138;₩,5,ㅓㅠ,",,",2025-03-13 17:55:47-07:00,1112366886,0,4.7.6
iOS,미키미우스,5,좋아요,아주 좋아요,2025-03-12 02:19:03-07:00,1112366886,0,4.7.6
iOS,유니워니맘83,5,KB차차차 최고,"중고차 시세도 알기쉽게 볼수있어서 
앱이 편하고 좋아요^^",2025-03-11 06:35:51-07:00,1112366886,0,4.7.6
iOS,애교쪽,5,차차차,차차차 굿굿,2025-03-04 05:01:54-07:00,1112366886,0,4.7.6
iOS,Arkimedes's,1,홈페이지,PC로 접속할 때 애플로 접속하는 칸을 찾을 수 없음 ㅡㅡ,2025-03-04 00:01:50-07:00,1112366886,0,4.7.6
iOS,Jjgogo,5,최고에요^^,매번 선물을 주는 선물앱이네여^^ 선물 감사합니다.,2025-03-01 04:36:05-07:00,1112366886,0,4.7.6
iOS,차차구,5,믿음 가는 KB,이 어플을 통해 두번 구입했는데 품질과 가격 모두 만족스럽습니다. 중고차 구매 계획이 있으시다면 무조건 여기입니다.,2025-02-23 23:37:33-07:00,1112366886,0,4.7.6
iOS,Feel받은산Er,5,차차차 최고!!,차차차 너무 좋아요~!!,2025-02-23 05:49:50-07:00,1112366886,0,4.7.6
iOS,cocopery,5,잘 사용하고있어요^^,좋내요,2025-02-02 04:42:30-07:00,1112366886,0,4.7.4
iOS,스테파니12,5,프리우스1.8,하이브리드 프리우스,2025-01-31 18:00:45-07:00,1112366886,0,4.7.4
iOS,땨등,5,"비교기능, 요약기능, 저렴한 금액, 채팅문의기능이 굿",맘에듦,2025-01-23 22:42:06-07:00,1112366886,0,4.7.4
