platform,author,rating,title,content,date,thumbs_up,developer_reply,app_identifier,ap_version
Android,hyunki min,3,,폐차장에서 연락오네요. 계약하고 수백km먼데던데 인수기사도 잘 안잡힘. 금요일은 피하시길. 당일말소가 안될수 있다는 상담사말이 찜찜했는데 역시나 기사 배정이 늦어져서 말소도 몇일 더 걸릴 수 있고 기존 보험 해지도 늦어짐,2025-11-14 10:39:37,0.0,"안녕하세요, hyunki min님. 헤이딜러 입니다🚙 먼저 불편한 경험드려 죄송합니다. 예약 시간에 맞춰 준비하셨을 텐데 탁송 기사 배정이 늦어진다면, 저였어도 답답하고 난감했을 것 같습니다. 탁송 후 말소/이전의 경우, 최대 2영업일 소요됩니다. 이 점 안내가 부족하여 더욱 불편하셨던 것 같아 마음이 무겁습니다. 해결되지 않은 불편이 있다면, 헤이딜러 폐차 카카오톡 채널로 언제든 문의 부탁드립니다. 폐차 서비스가 아닌 헤이딜러 앱으로 sefl/zero 거래하셨다면, 앱 내 채팅 문의 부탁드려요. 소중한 의견 경청하고 더 좋은 서비스 드릴 수 있게 개선하겠습니다.🙇🏻 감사합니다.",kr.perfectree.heydealer,7.81.1
Android,안우홍,5,,고맙습니다,2025-11-14 09:24:08,0.0,,kr.perfectree.heydealer,7.81.1
Android,안홍순,5,,업무처리가 너무 너무 깔끔합니다. 사업 번창 하시길...,2025-11-14 08:38:16,0.0,,kr.perfectree.heydealer,7.81.1
Android,김효현,5,,👍 👍 👍 👍,2025-11-14 04:45:58,0.0,,kr.perfectree.heydealer,7.81.1
Android,SW K,5,,비대면 거래하기 좋아요,2025-11-13 22:50:56,0.0,,kr.perfectree.heydealer,7.80.0
Android,이동구,5,,해이딜러 거래 너무 좋습니다,2025-11-13 17:45:32,0.0,,kr.perfectree.heydealer,7.80.0
Android,김덕식,5,,중고차 딜러라는 선입관을 일시에 상쇄시킬 좋은 매너.정직한 품성. 그리고 잘생겼읍니다 ㅎ 보통 온갖 이유로 깍으려고하는데 이분의 합리적 설명은 만족했읍니다 고객들도 이분과 거래하면 만족하실것을 의심치 않읍니다,2025-11-13 17:13:17,0.0,,kr.perfectree.heydealer,7.79.0
Android,빙조,5,,초보도 쉽고 간편하게 할수있고 안내도 잘해주십니다!!,2025-11-13 15:34:54,0.0,,kr.perfectree.heydealer,7.80.0
Android,Geon Ho Yun,5,,매우 좋고 편해요,2025-11-13 14:45:19,0.0,,kr.perfectree.heydealer,7.80.0
Android,Eunsik Hong,5,,"진단부터 판매, 입금까지 정말 깔끔하게 처리되었습다. 스트레스 받을 일 없이 편리하게 차량 판매가 되니 너무 편했습니다.",2025-11-13 14:26:47,0.0,,kr.perfectree.heydealer,7.80.0
Android,Jin Hur,5,,편리하고 신뢰가 높음,2025-11-13 13:27:00,0.0,,kr.perfectree.heydealer,7.79.0
Android,이승윤,5,,빠른거래 정확한안내 매우만족입니다!,2025-11-13 13:01:21,0.0,,kr.perfectree.heydealer,7.80.0
Android,이명재,5,,참 설실 하고 칠절 하시네요 차량 후처리가 빠르게 정리되었습니다,2025-11-13 12:15:46,0.0,,kr.perfectree.heydealer,7.79.0
Android,김태현,5,,매니저분이 오셔서 꼼꼼하게 잘 봐주셨고 일처리 빨리 진행되어 편리하게 이용하였습니다..추후에도 이용 예정입니다,2025-11-13 11:40:39,0.0,,kr.perfectree.heydealer,7.80.0
Android,taeyoung park,4,,마무리까지 잘 부탁드려요~,2025-11-13 10:17:58,0.0,,kr.perfectree.heydealer,7.80.0
Android,ᄒᄎᄋ,5,,훌륭합니다. 언제 또 팔진 모르지만 이용 계속하고싶어요.,2025-11-13 09:46:01,0.0,,kr.perfectree.heydealer,7.80.0
Android,송순종,5,,아주 아주좋았어요 친절하게 응대 감사합니다,2025-11-13 03:43:05,0.0,,kr.perfectree.heydealer,7.76.0
Android,이형규,1,,그냥하지마세요,2025-11-12 22:54:36,0.0,"안녕하세요, 이형규님. 헤이딜러 입니다🚙 먼저 만족스러운 경험드리지 못해 죄송합니다. 남겨주신 리뷰만으로 정확한 상황을 파악할 수 없으나, 헤이딜러 이용 과정에서 불편을 겪으신 것 같아 마음이 무겁습니다. 형규님께서 겪으신 불편에 대해 자세히 여쭙고 개선할 수 있도록 헤이딜러 앱 내 채팅으로 말씀해주실 수 있을까요? 🙏 해결되지 않은 불편이 있다면, 책임감 있는 태도로 해결하겠습니다. 또한 불편 겪으신 점은 빠른 시일 내 개선해 더 만족스러운 서비스 드리기 위해서 노력하겠습니다. 감사합니다.",kr.perfectree.heydealer,7.80.0
Android,조철희,5,,정말 편리하고 좋네요,2025-11-12 21:35:17,0.0,,kr.perfectree.heydealer,7.80.0
Android,zoro Sin,4,,굿~~~~~,2025-11-12 21:24:54,0.0,,kr.perfectree.heydealer,7.80.0
Android,변하진,5,,굿,2025-11-12 21:06:37,0.0,,kr.perfectree.heydealer,7.79.0
iOS,판메 후기,5,자동차 판매 구매,이 정도면 자동차매매단지 갈 필요가 없습니다;;,2025-11-12 20:41:50,,,980166975,
Android,황보준,5,,적극 추천하겠습니다.,2025-11-12 20:31:44,0.0,,kr.perfectree.heydealer,7.80.0
Android,김재열 (수삼인삼홍삼),5,,강추,2025-11-12 19:08:15,0.0,,kr.perfectree.heydealer,7.79.0
Android,김승기,5,,너무 정확한 정보와 구매자.판매자가 너무 손쉽게 거래 가능한것 같아요.,2025-11-12 16:46:24,0.0,,kr.perfectree.heydealer,7.80.0
Android,전유진,5,,인상도좋으시고 답변도 잘해주셨습니다,2025-11-12 15:12:00,0.0,,kr.perfectree.heydealer,7.80.0
Android,이광임,5,,두번째 거래 아주 만족 합니다,2025-11-12 14:38:24,0.0,,kr.perfectree.heydealer,7.80.0
Android,seungin shin,5,,깔끔한 앱 사용,2025-11-12 13:34:57,0.0,,kr.perfectree.heydealer,7.80.0
Android,TREND24양일권,5,,기분좋은 거래 친절한 설명 대만족 입니다.~^^,2025-11-12 11:25:08,0.0,,kr.perfectree.heydealer,7.80.0
Android,류Love,5,,최고여 오래오래 하세여 계속 이용할게요,2025-11-12 11:21:01,0.0,,kr.perfectree.heydealer,7.80.0
Android,김정대,5,,신속 정확 멋졌어요. 헤이딜러,2025-11-12 10:55:15,0.0,,kr.perfectree.heydealer,7.79.0
iOS,두루두맨,5,최고의 선택,매우 감사드립니다.,2025-11-12 03:42:02,,,980166975,
Android,황철,5,,30km 넘는 장거리 운행차라 판매가 될까 걱정이 많았는데 넘 친절하고 가격을 잘 책정해 주셔서 감사합니다.,2025-11-11 22:11:09,0.0,,kr.perfectree.heydealer,7.80.0
Android,한스,5,,폐차했는데 편하고 진짜 좋네요. 값도 잘 받았어요,2025-11-11 21:00:42,0.0,,kr.perfectree.heydealer,7.80.0
iOS,왜이러닝,5,최고에요,헤이딜러는 진짜 최곱니다 앞으로 여기만 이용할듯!,2025-11-11 20:07:29,,,980166975,
Android,최봉창,5,,아주그냥 끝내줘요,2025-11-11 20:02:37,0.0,,kr.perfectree.heydealer,7.80.0
Android,박준희,5,,굳,2025-11-11 17:45:43,0.0,,kr.perfectree.heydealer,7.80.0
Android,정의훈,5,,진짜 좋아요 편하고,2025-11-11 15:22:10,0.0,,kr.perfectree.heydealer,7.79.0
Android,김성진,5,,믿을만하고 신속하게 처리해주셔서 감동했습니다,2025-11-11 15:15:16,0.0,,kr.perfectree.heydealer,7.79.0
Android,최돈경,5,,아주 간편하고 강추입니다,2025-11-11 13:51:14,0.0,,kr.perfectree.heydealer,7.80.0
Android,Zlatan Ibrahimovic,5,,시간약속도 잘 지켜주시고 미리미리 연락도 주셔서 너무 감사했습니다. 검수부터 입금까지 순조롭게 잘 진행되어 편하고 좋습니다! 감사합니다^^,2025-11-11 12:18:03,0.0,,kr.perfectree.heydealer,7.79.0
Android,송영대,4,,너무 간편하게 잘 해줘서 괭장히 편하네요.. 좋아요 최고에요😅😅,2025-11-11 07:49:31,0.0,,kr.perfectree.heydealer,7.80.0
Android,chul Jung,5,,신속 깔끔 정확. 다음에 도 이용하려구요,2025-11-10 22:46:55,0.0,,kr.perfectree.heydealer,7.76.0
iOS,아이오아2,5,좋은거래,좋은거래 했습니다 !,2025-11-10 22:15:12,,,980166975,
Android,주성민,5,,최고입니다,2025-11-10 18:19:51,0.0,,kr.perfectree.heydealer,7.79.0
Android,ᆞᆞ,5,,굿,2025-11-10 18:13:27,0.0,,kr.perfectree.heydealer,7.77.0
Android,한용희,5,,빠른거래 정말 좋아요,2025-11-10 16:34:11,0.0,,kr.perfectree.heydealer,7.79.0
Android,신승우,5,,처음써봤는데 매우만족합니다~,2025-11-10 16:31:42,0.0,,kr.perfectree.heydealer,7.79.0
Android,홍용선,5,,너무 잘해주셔서 감사합니다 좋은 거래였어요,2025-11-10 16:19:02,0.0,,kr.perfectree.heydealer,7.79.0
Android,사과껍때기,5,,깔끔한 마무리 정말 좋았습니다 감사합니다,2025-11-10 15:44:40,0.0,,kr.perfectree.heydealer,7.79.0
Android,고라파덕,5,,신속 정확하게 믿을수 있습니다,2025-11-10 12:29:15,0.0,,kr.perfectree.heydealer,7.79.0
Android,이진석,5,,깔끔합니다 ㅡ ! 말이 필요없습니다,2025-11-09 09:10:41,0.0,,kr.perfectree.heydealer,7.79.0
Android,한용남,5,,천절한 거래 잘마쳤습니다.,2025-11-08 19:17:50,0.0,,kr.perfectree.heydealer,7.79.0
Android,박유석,5,,엄청 잘해 주세요 최고 입니다. 너무나도 추천합니다. 거래하면서 기분이 너무 좋았어요 ~~,2025-11-08 08:58:57,0.0,,kr.perfectree.heydealer,7.79.0
Android,김성진,5,,진짜만족합니다..모든면에서..감동받고갑니다,2025-11-08 08:26:51,0.0,,kr.perfectree.heydealer,7.79.0
Android,김서방,5,,세차구매하면서 팔았는데 중고차 수출차등등 이곳저곳일아봤는데 제일 많이 쳐줘요.굿입니다.,2025-11-07 20:03:35,0.0,,kr.perfectree.heydealer,7.79.0
Android,이태건,5,,적절한 가격,2025-11-07 19:19:32,0.0,,kr.perfectree.heydealer,7.79.0
Android,김호수,5,,시세정보로 정직힐 가격,2025-11-07 16:49:20,0.0,,kr.perfectree.heydealer,7.79.0
Android,김민호,5,,케이카 김문호 대리의 친절하고 정직한 검차에 놀랐습니다 덕분에 정들었던 차를 잘 매각하였습니다 감사합니다,2025-11-07 16:16:53,0.0,,kr.perfectree.heydealer,7.79.0
Android,박용석,5,,다음에도다시거래하고 싶어요.모든것이 다좋았읍니다.,2025-11-07 12:06:08,0.0,,kr.perfectree.heydealer,7.79.0
Android,윤옥희,5,,거래잘했습니다. 딜러분 넘친절하셔요. 담에 또 이용하겠습니다,2025-11-07 10:50:28,0.0,,kr.perfectree.heydealer,7.79.0
iOS,완젼 강츄!!!,5,안전하고 신속하며 편리함,투명하게 진행해주셔서 놀랐어요,2025-11-07 00:34:53,,,980166975,
Android,김영남,5,,정말 빨라서 믿을만 하구 평가사님 . 탁송기사님 다 친절합니다. 다음에도 이용하구 추천각 입니다.,2025-11-06 22:47:15,0.0,,kr.perfectree.heydealer,7.79.0
Android,이제홍,5,,좋은거래감사합니다.,2025-11-06 17:12:19,0.0,,kr.perfectree.heydealer,7.79.0
Android,k j,5,,진행과정 너무 만족합니다,2025-11-06 17:04:50,0.0,,kr.perfectree.heydealer,7.78.1
Android,바람의검심,4,,중고차 신속하고 안전하게 매도하기 편리한 플랫폼입니다.,2025-11-06 16:34:30,0.0,,kr.perfectree.heydealer,7.79.0
Android,김용희,5,,너무너무감사해요.검사부터 편하게판매까지 안전히.친절히해주셔서 진심감사를전합니다,2025-11-06 11:21:40,0.0,,kr.perfectree.heydealer,7.79.0
Android,김근중,5,,친절 편리합니다,2025-11-06 11:00:32,0.0,,kr.perfectree.heydealer,7.79.0
iOS,뮤ㅓ로하디,5,개조음 왜안씀?,"원래 리뷰 안쓰는데 이건 진짜 좋음
중고차 팔때 진짜 꼭 써야함🤩🤩",2025-11-06 07:12:48,,,980166975,
iOS,컴오,5,감사합니다 헤이딜러,감사합니다 헤이딜러 짱,2025-11-06 01:42:15,,,980166975,
iOS,트리오스,5,아주 만족합니다.,"진짜 차 팔고 마음이 먹먹했는데, 차에게 메시지를 보내게 해 주셔서.. 참 인간적인 헤이딜러네요. 번창하시길.. 진짜 감동입니다.",2025-11-05 22:07:21,,,980166975,
iOS,고고수,1,개인정보 털림,"헤이딜러에 중고차를 등록하는 과정에서 중고차 렌트사와 캐피탈에 내 정보가 전달되어 차량 알아보느냐는 전화와 대출신청했는지 문의하는 전화가 계속 오고 있습니다. 
그런 업체에서 전화 오지 못하게 하는 해결방법을 알려 주세요.",2025-11-05 21:51:13,,,980166975,
Android,최원규,5,,다음에도 잘 부탁해요~^^,2025-11-05 21:39:08,0.0,,kr.perfectree.heydealer,7.79.0
Android,김이광,5,,정말 잘한 선택이었습니다. 너무편안하게 이용해서 결과또한 아주만족합니다. 지인들에게 좋은결과를 소개하면서 반드시 헤이딜러를 이용하라고 전합니다. 정확한진단으로 출발하여 차량인도까지 깔끔처리에 대만족! 헤이 딜러 번창하세요 ^^,2025-11-05 19:53:09,2.0,,kr.perfectree.heydealer,7.79.0
Android,벚꽃빛여우,5,,좋네요,2025-11-05 18:29:45,0.0,,kr.perfectree.heydealer,7.79.0
Android,김정민,5,,팔때 편해서 좋아요^^,2025-11-05 17:46:50,0.0,,kr.perfectree.heydealer,7.78.1
iOS,에히메,5,넘사벽 중고차 거래 최고의 앱!,신뢰를 주기 위한 정성과 노력이 앱과 서비스 과정 곳곳에 진하게 묻어있습니다. 중고차 거래의 편견을 날려버려준 고마운 앱. 요즘 헤이딜러의 서비스를 따라하는 업체가 있는데 발끝도 못 쫒아옴.,2025-11-05 17:17:47,,,980166975,
Android,정영미,5,,최고의 앱이예요,2025-11-05 14:50:32,0.0,,kr.perfectree.heydealer,7.79.0
Android,유두현,5,,너무 만족합니다 주변분께 소개하고싶어요,2025-11-05 14:42:16,0.0,,kr.perfectree.heydealer,7.79.0
Android,박인순,5,,시스템이 정말 맘에 듭니다,2025-11-05 14:26:57,0.0,,kr.perfectree.heydealer,7.79.0
Android,박기남,5,,오늘올려서 오늘팔렷네요 빠르게진행되서 너무맘에들었습니다,2025-11-05 13:11:08,0.0,,kr.perfectree.heydealer,7.79.0
Android,김현호,5,,헤이딜러 대만족입니다 ~~^^ 판매에 부담 없고 좋은 가격 차량에 대한 만족감.고객과 딜러의 편안한 대화..,2025-11-05 12:06:54,0.0,,kr.perfectree.heydealer,7.79.0
Android,정성수,5,,"주변분들께 강추드리오며, 마을 어른신들 차 파실 때도 연결해드리겠습니다. ㅎㅎ",2025-11-05 10:09:54,0.0,,kr.perfectree.heydealer,7.78.1
iOS,이박사베트남,5,헤이딜러 강추,깔끔하게 거래를 했습니다. 앞으로 자주 애용할게요!,2025-11-05 01:41:58,,,980166975,
Android,성연웅,5,,차팔기 편했어요,2025-11-04 17:05:55,0.0,,kr.perfectree.heydealer,7.78.1
Android,B Lee,5,,깔끔하고 최고입니다. 오래전에 중고차 팔때랑은 다른 패러다임의 혁신이네요.,2025-11-04 16:36:19,0.0,,kr.perfectree.heydealer,7.79.0
Android,김시원,5,,헤이딜러에서는 가격을 제대로 받을 수 있어요.,2025-11-04 13:10:58,0.0,,kr.perfectree.heydealer,7.78.1
Android,지성희,5,,빠르게 처리해주셔서 좋았습니다,2025-11-04 13:03:20,0.0,,kr.perfectree.heydealer,7.78.1
Android,박래호,5,,진단 정확하고 빠르게 진행되니 맘에 들어요 감사합니다 여기서 중고차 다시 사고 싶네요^^,2025-11-04 11:23:33,0.0,,kr.perfectree.heydealer,7.79.0
Android,K sh,5,,제일 정확하고 빠르고 신뢰됩니다,2025-11-04 10:20:11,0.0,,kr.perfectree.heydealer,7.78.1
Android,박지희,5,,편하고 다양한 시스템 아주 좋아요~~,2025-11-04 09:54:31,0.0,,kr.perfectree.heydealer,7.79.0
iOS,란도천사,5,좋아요,아주 좋아요 편하고~~~,2025-11-04 08:31:05,,,980166975,
Android,정홍연,5,,만족스러웠어요,2025-11-03 17:44:38,0.0,,kr.perfectree.heydealer,7.78.1
Android,조성필,5,,친절하시고 감가없이 신속처리해 주십니다,2025-11-03 17:35:51,0.0,,kr.perfectree.heydealer,7.78.1
Android,남매옷바우그램,5,,처음하는거라 아무것도몰라도. 믿고 맡길수 있어서 더더 감사했습니다~^^~ 다시 기회가된다면 또 거래를 기약하겠습니다 정말 감사합니다 🙏,2025-11-03 17:17:22,0.0,,kr.perfectree.heydealer,7.78.1
Android,프리메이슨,5,,굿 굿 좋아요,2025-11-03 16:04:20,0.0,,kr.perfectree.heydealer,7.78.1
Android,조은철,5,,너무 편하고 만족합니다!,2025-11-03 13:57:13,0.0,,kr.perfectree.heydealer,7.78.1
Android,jihong hwang,5,,좋은가격에 잘 팔았습니다 감사합니다,2025-11-03 13:46:22,0.0,,kr.perfectree.heydealer,7.78.1
Android,최,5,,세번째 차량 판매를 하였는데 세번다 만족 하였고 믿음 이 가고 앞으로도 헤이딜러 만 이용 할거 같습니다,2025-11-03 13:03:54,0.0,,kr.perfectree.heydealer,7.78.1
Android,성영종,5,,최고입니다.,2025-11-03 10:26:29,0.0,,kr.perfectree.heydealer,7.78.1
Android,명주진,4,,빠른 일처리 만족합니다,2025-11-03 09:14:35,0.0,,kr.perfectree.heydealer,7.78.1
iOS,우리 아빠 겨리 아빠,5,역시 헤이딜러,믿을만 합니다,2025-11-02 21:35:23,,,980166975,
Android,Yoon SeokBoo,5,,멋진 거래에요. 헤이딜러 제로 강추 해요~~~,2025-11-02 19:10:43,0.0,,kr.perfectree.heydealer,7.78.1
Android,Aranya Forest Kim,5,,친절하게 상담해 주셨습니다.,2025-11-01 15:40:57,0.0,,kr.perfectree.heydealer,7.78.1
Android,서기훈,5,,상담하신분들도 엄청친절 하시고 만족합니다,2025-11-01 12:38:57,0.0,,kr.perfectree.heydealer,7.78.1
Android,유정,5,,중고차팔때는 제일 가격이 높게 받을수있어요,2025-11-01 07:06:45,0.0,,kr.perfectree.heydealer,7.78.1
iOS,으싸,5,홈택스연동,아니 연동실패하면 다른방법으로 제출할수있게라도 해주시죠,2025-10-31 22:15:16,,,980166975,
Android,양승현,5,,첫거래 헤이딜러 만족 합니다 친절하시고 실시간 폰으로 알수 있어서 편하게 거래완료 했습니다 감사합니다,2025-10-31 21:46:08,0.0,,kr.perfectree.heydealer,7.78.1
Android,simon c,5,,좋은 가격에 잘 매도 하였습니다.,2025-10-31 18:38:30,0.0,,kr.perfectree.heydealer,7.78.1
Android,최은경,5,,가격을 잘쳐주시고 빠르고 신속합니다,2025-10-31 18:27:22,0.0,,kr.perfectree.heydealer,7.78.1
Android,한기호,5,,넘 좋아요,2025-10-31 17:09:36,0.0,,kr.perfectree.heydealer,7.78.1
Android,백중현,5,,"헤이딜러 굿!입니다 담에도 헤이딜러 이용하고, 주위본들께 추천할까 합니다",2025-10-31 16:15:10,0.0,,kr.perfectree.heydealer,7.78.1
Android,노현웅,2,,본인명의 아니면 조회 못하는대 뭔 아무 번호판 조회를 할수 없는대 무슨소리 하는지 모르겠다,2025-10-31 14:34:12,0.0,"안녕하세요, 노현웅님. 헤이딜러 입니다🚙 아쉬운 경험드려 죄송합니다. [내차팔기] 메뉴 이용 중 불편이 있으셨을까요? [내차팔기] 메뉴는 차량번호와 소유자명 입력 하시면, 차량정보 조회 후 경매 가능합니다. 😊 구매 희망하는 관심 차량을 조회하길 희망하시면, [이력조회] 메뉴 이용 부탁드립니다. [이력조회] 메뉴는 매매상사 소유 상품용 차량에 한해 소유자명 입력 없이 차량번호로 조회 가능합니다. 다만, 개인/리스/렌트 소유 차량일 경우, 소유자명 입력이 필요합니다. 노현웅님의 불편 자세히 여쭙고 해결해 드리고 싶습니다. 🙏 헤이딜러 앱 내 채팅으로 문의주시면, 보다 자세히 안내드리겠습니다. 감사합니다.",kr.perfectree.heydealer,5.95.0
Android,김경수,5,,편리하고 가격도 만족합니다,2025-10-31 14:12:27,0.0,,kr.perfectree.heydealer,7.78.1
Android,ᄆᄆ,4,,신속하고 친절하십니다. 쿨거래 감사합니다.버ㆍ창하세요~^^,2025-10-31 13:50:48,0.0,,kr.perfectree.heydealer,7.78.1
Android,바리,5,,렌트 하려고 알아보다 카모아를 알게 됐는데 예약 3일 전까지 취소되고 해외에서도 이용 가능하니 넘 좋네요^^,2025-10-31 13:08:50,0.0,,kr.perfectree.heydealer,
Android,조범관,5,,"감사,감사 합니다,",2025-10-31 12:55:38,0.0,,kr.perfectree.heydealer,7.78.1
Android,MODN PSXB (MODNPSXB),5,,최고,2025-10-31 12:31:03,0.0,,kr.perfectree.heydealer,7.78.1
Android,신전호,5,,"정말 감사드립니다! 매입부터 모든 과정이 빠르고 깔끔하게 진행되었고, 말소까지 완벽하게 처리해 주셔서 너무 감사드려요. 대표님 사업 더욱 번창하시길 진심으로 바랍니다",2025-10-31 11:20:38,0.0,,kr.perfectree.heydealer,7.78.1
iOS,limsirrus,5,좋습니다,불편함 없이 차량 판매에 있어 신뢰도 등을 검증 받으면서 판매할수있습니다. 다만 최고가 선택후 다른 가격도 확인하게부탁드립니다,2025-10-31 01:04:58,,,980166975,
iOS,콩순이 맘,5,깔끔합니다,너무 편리하고 세번째 이용인데 참 좋았습니다,2025-10-30 23:54:36,,,980166975,
Android,현진호,5,,역대급 어플 입니다,2025-10-30 17:31:06,0.0,,kr.perfectree.heydealer,7.78.1
Android,이희선,5,,신속정확 헤이딜러 최최고!!,2025-10-30 12:57:14,0.0,,kr.perfectree.heydealer,7.78.1
Android,김준우,5,,내차판매 헤이딜러 제일이네요.,2025-10-30 10:32:07,0.0,,kr.perfectree.heydealer,7.78.1
Android,Seo1789826서효정,5,,믿고쓰는 헤이딜러 중고거레부터 폐차 수출까지 잘처리해주네요 추천합니다,2025-10-30 09:32:46,0.0,,kr.perfectree.heydealer,7.78.1
iOS,Joyce Kim,5,헤이딜러 프로세스,"처음 사용해봤는데, 절차가 잘 되어 있는것 같습니다.",2025-10-29 21:53:43,,,980166975,
Android,굴렁쇠,5,,넘 감사했읍니다,2025-10-29 21:23:24,0.0,,kr.perfectree.heydealer,7.77.0
Android,나그네,5,,"매우만족합니다,",2025-10-29 18:10:45,0.0,,kr.perfectree.heydealer,7.78.1
Android,김대우,5,,아주 좋아요,2025-10-29 14:50:04,0.0,,kr.perfectree.heydealer,7.78.0
Android,레퀴에스,5,,다른 앱보다 훨씬 가격도 잘 주네요.헤이딜러 프로 최고입니다~강추~~~!!!!!,2025-10-29 13:12:10,0.0,,kr.perfectree.heydealer,7.77.0
Android,MF홀릭,5,,좋음,2025-10-29 13:10:44,0.0,,kr.perfectree.heydealer,7.78.1
Android,김대용,5,,"일처리 빠르고 정확한 진단, 좋으신 딜러분들도 많아서 좋았어요^^",2025-10-29 11:49:14,0.0,,kr.perfectree.heydealer,7.76.0
Android,Hugh Bahng,5,,정대표님 너무 친절하시고 일마무리 깔끔하게 해주셔서 모든분들께 추천합니다 😍,2025-10-29 11:05:38,0.0,,kr.perfectree.heydealer,7.78.1
Android,소통티비,5,,사실 광고가 하도 많이되어서 반신반의하는 마음으로 차량 판매를 신청했는데 엔카등 다른 사이트보다 다른 사이트보다 훨씬 좋은 가격에 판매할 수 있어서 좋았습니다. 딜러들이 제시한 가격에 맘에 들지 않아서 제가 원하는 금액을 올려서 입찰을 요청을 했더니 며칠뒤 제가 원하는 가격을 받을 수 있었습니다.,2025-10-29 07:17:47,13.0,,kr.perfectree.heydealer,7.77.0
iOS,119친구,5,감가없이 사진그대로,사진 잘 찍어서 올리면 감가없이 그대로 가져가시는 중고차 딜러분이 있다는 부분에 믿음이 확 갔습니다. 헤이딜러 최고네요!!,2025-10-29 02:07:19,,,980166975,
Android,한겨울냉면,5,,중고차 거래 처음 하는거라 어디서부터 해야할지 막막했었는데 헤이딜러에서 친절히 가이드 해주셔서 수월하게 잘 마무하게되었네요! 흥해라~헤이딜러~~,2025-10-28 22:46:09,0.0,,kr.perfectree.heydealer,7.77.0
iOS,Jun5323,5,M340투어링 판매,그냥 맞김 됩니다,2025-10-28 22:44:29,,,980166975,
Android,김봉철,5,,대만족,2025-10-28 22:22:23,0.0,,kr.perfectree.heydealer,7.78.1
Android,Sung Woong,5,,믿음의 헤이 딜러,2025-10-28 20:57:32,0.0,,kr.perfectree.heydealer,7.77.0
