platform,author,rating,title,content,date,thumbs_up,developer_reply,app_identifier,ap_version
Android,박명진,4,,ㅣ니 ㅡ ㅗ ㅅㄴ,2025-10-04 12:43:49,0.0,"안녕하세요 박명진 고객님. 리뷰 남겨주셔서 감사합니다!
다만 작성해주신 내용이 확인되지 않아 구체적인 불편 사항을 파악하기 어려운 점 양해 부탁드립니다.
이용 중 불편이나 문의사항이 있으시다면 언제든 고객센터(1670-4777)로 연락주시면 성심껏 도와드리겠습니다. 감사합니다!",kr.co.kbc.cha.android,5.4.0
Android,금미희,5,,2년안으로 해결할 수 있는 문제 민생쿠폰 과 관련되있는 점,2025-09-27 20:59:11,0.0,"안녕하세요 금미희 고객님. 소중한 리뷰 남겨주셔서 진심으로 감사드립니다. 말씀해주신 내용은 KB차차차 서비스와 직접적인 관련은 없지만, 혹시라도 리뷰 내용이 KB차차차 서비스와 관련되어 있거나 추가로 의견을 주시고 싶으시다면 고객센터(☎ 1670-4777)로 연락 주세요. 빠르게 도와드리겠습니다. 한 분 한 분의 의견을 소중히 여기며, 앞으로도 더 편리하고 만족스러운 서비스로 보답드리겠습니다 :) 감사합니다!",kr.co.kbc.cha.android,5.3.7
Android,ᄋᄋ,1,,느 려 요,2025-09-26 03:07:59,0.0,"안녕하세요, ᄋᄋ고객님. 소중한 리뷰 남겨주셔서 감사합니다. 이용 중 속도가 느리다고 느끼셨다니 불편을 드려 정말 죄송합니다. 혹시 특정 화면이나 기능에서 반복적으로 느림 현상이 발생하신다면, 번거로우시겠지만 KB차차차 고객센터(☎️ 1670-4777) 로 연락 주시면 보다 정확하게 확인해 드리겠습니다. 조치가 필요하다고 판단될 시, 앱 속도와 안정성을 높일 수 있도록 개선 작업을 진행하도록 하겠습니다. 앞으로는 더 빠르고 쾌적하게 이용하실 수 있도록 최선을 다하겠습니다. 이용에 불편을 드려 죄송합니다.",kr.co.kbc.cha.android,
Android,손영욱,5,,굳,2025-09-23 21:54:54,0.0,안녕하세요 손영욱 고객님. ‘굳’이라는 짧지만 힘 있는 말씀 남겨주셔서 정말 감사드립니다. 고객님의 한마디가 저희에게는 큰 응원이 됩니다! :D 앞으로도 최고의 서비스 경험을 드릴 수 있도록 차량 검색부터 금융 서비스까지 모든 과정에서 더욱 세심하게 신경 쓰겠습니다. KB차차차에 많은 관심과 사랑 부탁드립니다. 감사합니다!,kr.co.kbc.cha.android,5.4.2
Android,김종호,5,,자세한설명 좋아요,2025-09-23 19:34:00,0.0,"안녕하세요 김종호 고객님. 소중한 후기와 평점 진심으로 감사드립니다. 설명이 도움이 되셨다니 저희도 기뻐요! :)
KB차차차는 시세, 사진, 차량 이력 등 핵심 정보를 한눈에 확인하실 수 있도록 상세페이지와 검색 필터를 꾸준히 개선하고 있습니다. 앞으로도 만족을 넘어 더욱 편리하고 신뢰할 수 있는 서비스로 보답드리겠습니다. 감사합니다!",kr.co.kbc.cha.android,5.4.2
Android,전용완,4,,500만원차보고싶네요,2025-09-23 12:02:04,0.0,"안녕하세요, 전용완 고객님. 남겨주신 리뷰와 평점 정말 감사드립니다. 말씀해주신 500만 원대 차량도 KB차차차 앱에서 만나보실 수 있답니다!~ 내차사기(차차차 홈화면) > 검색 메뉴(상단 검색바 클릭) > '가격' 카테고리에서 최대 가격을 500만 원대로 설정하시면 조건에 맞는 차량들이 보여집니다. 차종이나 주행거리 같은 세부 조건까지 함께 설정하시면 더 알맞은 차량을 쉽게 찾으실 수 있습니다. 앞으로도 원하는 차량을 쉽고 빠르게 만나실 수 있도록 서비스 개선에 힘쓰겠습니다. 감사합니다!",kr.co.kbc.cha.android,5.4.2
Android,오현택 (ohhong),5,,중고차 시세 확인부터 금융 상품까지 한 앱에서 편리하게 이용할 수 있어서 좋아요.,2025-09-19 15:34:42,0.0,"안녕하세요 오현택 (ohhong)고객님. 소중한 리뷰 남겨주셔서 진심으로 감사드립니다.
중고차 시세 확인부터 금융 상품까지 한 앱에서 편리하게 이용하실 수 있었다니 저희가 추구하는 방향과 맞닿아 있어 큰 보람을 느낍니다 :) 차량 거래는 신중한 결정인 만큼, 다양한 정보를 한눈에 확인하고 금융까지 연계할 수 있도록 돕는 것이 저희의 중요한 역할이라 생각합니다! 앞으로도 고객님께서 안심하고 이용하실 수 있도록 더욱 세심히 서비스를 개선해 나가겠습니다. 감사합니다!",kr.co.kbc.cha.android,5.4.1
iOS,나는에스케이다,5,정말 도움 많이 받아요.,최근에 중고차를 알아보고 있는데 알찬 정보덕에 도움을 많이 받고 있네요!,2025-09-15 19:12:18,,,1112366886,5.0.7
Android,김선호,5,,다른 어플에 비해 너무 사용하기 편리하네요~ 사용자를 배려한 개발자분 칭찬해주고 싶네요.,2025-09-12 17:38:57,0.0,"안녕하세요 김선호 고객님. 앱을 쓰시면서 편리하다고 느껴주셨다니 뿌듯합니다~! 또 개발자분들까지 칭찬해주셔서 저희 팀 모두가 큰 힘을 얻습니다 :) 고객님 말씀처럼 앞으로도 사용자분들의 입장에서 세심하게 고민하고, 더 편리한 서비스로 보답할 수 있도록 노력하겠습니다. 따뜻한 후기 진심으로 감사드립니다!",kr.co.kbc.cha.android,5.4.1
Android,김미림,5,,중고차 시세가 궁금해 검색하다 알게 되었네요. 차를 잘 모르지만 한 눈에 시세가 보이니 편리합니다. KB라 더 믿고 보게 되는듯 합니다.,2025-09-12 17:38:10,0.0,"안녕하세요 김미림 고객님. 중고차 시세를 알아보는 과정이 쉽지 않으실 텐데, 저희 KB차차차 앱이 한눈에 시세를 확인하실 수 있도록 도움이 되었다니 정말 기쁩니다 :) 말씀해주신 것처럼 자동차는 잘 알지 못하면 작은 가격 차이에도 부담이 크기 마련인데, 고객님께서 편리하게 보셨다니 저희가 추구하는 가치와도 꼭 맞아떨어지는 것 같아 뿌듯합니다!
‘KB라서 믿고 본다’는 말씀은 저희에게 가장 큰 응원이자 책임감이 됩니다. 앞으로도 고객님께서 안심하고 차량을 검색하고 비교하실 수 있도록 더욱 정확하고 신뢰할 수 있는 정보를 제공하겠습니다. 감사합니다!",kr.co.kbc.cha.android,5.4.1
Android,정미녕이,5,,새차사긴 장롱면허라... 중고차알아보다 KB차차차 앱소개받고 깔았는데 쉽고 간편해서 좋네요 ^^,2025-09-12 15:27:56,0.0,"안녕하세요 정미녕이 고객님. 처음 차량을 알아보실 때는 생소한 절차와 용어 때문에 막막하실 수 있는데, KB차차차가 쉽고 간편하게 다가갔다니 저희도 보람을 느낍니다 :) KB차차차는 초보 운전자분도 부담 없이 이용하실 수 있도록 직관적이고 간단한 화면 구성을 지향하고 있습니다! 앞으로도 첫 경험부터 거래까지 든든한 가이드가 되어드릴 수 있도록 노력하겠습니다. 감사합니다!",kr.co.kbc.cha.android,5.4.1
Android,OY J,5,,"알아보려고깔아서사용해봤는데, 원하는차량검색도편하고 상세해서 너무만족합니다",2025-08-29 23:57:56,0.0,"안녕하세요 OY J 고객님, KB차차차입니다. KB차차차 이용이 편리하셨나요? KB차차차에서는 내 차 팔기도! 사기도! 완전 편리하게 이용하실 수 있답니다~♥ 앞으로도 슬기로운 중고차 생활을 위해 KB차차차와 함께해주세요~!♥",kr.co.kbc.cha.android,
Android,우유에치즈케익,5,,보기편해서 좋네요 초보자라 다양한테마픽 맘에 들어요!!,2025-08-29 23:00:48,0.0,"안녕하세요 우유에치즈케익 고객님, KB 차차차입니다. 테마픽 서비스가 마음에 드신다니 기뻐요 :) KB차차차 정회원 딜러가 엄선한 스타급 중고차를 만날 수 있는 'KB스타픽'에도 많은 관심 부탁드려요! 고객님의 성원에 힘입어 다양한 이벤트 또한 진행되고 있으니 앞으로도 KB차차차 많은 관심과 이용 부탁 드립니다. 감사합니다♥",kr.co.kbc.cha.android,5.3.9
Android,유태종,5,,너무 쉽고 정확한 시세를 볼 수 있어서 좋아요! 다른 앱보다 훨씬 편하네요,2025-08-29 20:48:51,0.0,"안녕하세요 유태종 고객님, KB 차차차입니다. 칭찬 감사드립니다♥ KB 차차차에서는 실거래 데이터를 기반으로 신뢰할 수 있는 똑똑한 AI 시세 정보를 제공해 드리고 있습니다! 앞으로도 중고차 거래에 도움이 되는 서비스로 더 많은 고객님을 만나 뵐 수 있도록 정진하겠습니다♥ 감사합니다.",kr.co.kbc.cha.android,5.3.9
Android,HYOSEONG KIM,5,,KB차차차로 중고차량 매매했습니다. 헤0딜러와 금액 비교해서 좋은 조건이라 바로 결정했어요. 아주 만족스러운 거래였습니다.,2025-08-29 19:34:15,0.0,"안녕하세요 HYOSEONG KIM 고객님, KB차차차입니다. 소중한 의견 감사드립니다♥ KB차차차에서 중고차를 판매하셨군요! 만족스러운 거래를 하셨다니 저희도 기뻐요! :) 중고차 거래할 때 가격 비교는 필수죠! 합리적이고 편리한 차량 거래 경험을 제공해드리기 위해 앞으로도 최선을 다하겠습니다 감사합니다!",kr.co.kbc.cha.android,5.3.9
Android,jiyoung kim,1,,정회원만 확인 가능한 매물이 있어서 바로 삭제 했어요 지방 매물은 앱상 몇 개 없는데 정회원만 확인 가능하게 설정 되어있어서 이 앱을 사용할 필요성을 못 느꼈어요~,2025-08-29 17:06:23,0.0,"안녕하십니까, jiyoung kim님 KB차차차입니다. 우선 앱 이용에 불편을 드려서 죄송합니다. 차차차는 비회원의 경우라도 서비스를 자유로이 이용할 수 있습니다. 비회원으로 이용 도중 서비스 이용이 불가능하였다면 차차차 1:1문의함에 서비스 종류를 확인하시어 남겨주시면 명확한 확인이 가능하며 고객센터(1670-4777) 로 연락주시면 자세한 도움 드릴수 있을 것 같습니다. 보다 나은 서비스로 보답할 수 있도록 노력하겠습니다. 감사합니다.",kr.co.kbc.cha.android,
Android,다이어트뺀미,5,,차 팔고 살 때 매물 많고 가격 비교하기 편해서 자주 봅니다. 사진도 많고 직관적이라 좋네요. 전체적으로는 중고차 거래할 때 제일 믿을 만한 앱 같아요.,2025-08-29 17:03:29,0.0,"안녕하세요 다이어트뺀미 고객님, KB차차차입니다. 칭찬 감사드립니다♥ 앱 사용이 편안하셨다니 정말 기뻐요! 특히 KB차차차가 제공하는 시세는 믿을 수 있는 AI 기반의 국민시세로 고객님께서 든든하게 이용하실 수 있습니다 :) 앞으로도 중고차 시세 조회는 물론 거래 고민까지 해결해드리는 차차차와 함께해주세요♥",kr.co.kbc.cha.android,
Android,SR G,5,,중고차 앱도 많고 걱정도 되는데 kb에서 운영하는 거라 신뢰도 가고 이용도 편리합니다.,2025-08-29 16:50:58,0.0,"안녕하세요 SR G 고객님, KB차차차입니다. 우선 소중한 리뷰 감사드립니다♥ 중고차 거래할 때 걱정이 많으시죠~! 그럴 땐 KB가 보증하는 KB차차차! 차차차를 믿고 이용해 주셔서 감사드리며 계속해서 더 나은 서비스를 제공하기 위해서 노력하겠습니다! 앞으로도 중고차 거래할 땐 차차차를 찾아주세요♥",kr.co.kbc.cha.android,5.0.1
Android,윤성민,5,,좋아요 자주구경중 입니다,2025-08-29 16:43:57,0.0,"안녕하세요 윤성민 고객님, KB차차차입니다. 우선 KB차차차를 이용해주셔서 감사합니다♥ 고객님의 만족스러운 경험을 들으니 저희도 기뻐요! 앞으로도 보다 나은 서비스 제공을 위해 더욱 노력하는 KB차차차 될 것을 약속드립니다. 감사합니다. :)",kr.co.kbc.cha.android,5.3.9
Android,손준현,5,,여기서 시세확인하고 차량관리 잘 쓰고있더용,2025-08-29 16:43:06,0.0,"안녕하세요 손준현 고객님, KB차차차입니다. 우선 소중한 리뷰 감사드립니다♥ 간편 회원가입 후 차량번호를 입력해주시면 내 차 시세 조회 및 내 차의 보험,사고이력 조회가 가능하며 놓치기 쉬운 차량관리 서비스를 알아서 차차차가 챙겨 드립니다. 고객님의 성원에 힘입어 다양한 이벤트 또한
진행되고 있으니 앞으로도 KB차차차 많은 관심과 이용 부탁 드립니다. 감사합니다♥",kr.co.kbc.cha.android,5.0.4
Android,teemodaewi010,5,,믿고쓰는 차차차 내 차 관리를 비롯해서 중고차 거래에 대해 믿고 사용할 수 있어 믿고 이용하는거 같습니다. 그리고 룰렛도 매일 돌리는 재미가 있어 꾸준히 접속하게 되네요ㅎ,2025-08-29 16:38:31,0.0,"안녕하세요 고객님. '믿고 쓰는 차차차'라는 말씀만으로도 큰 응원을 받은 기분입니다 ♥ 고객님께서 안심하고 편리한 차량 거래를 할 수 있도록 늘 노력하며, KB차차차가 단순한 중고차 플랫폼을 넘어 고객님의 일상 속 작은 즐거움 또한 전해드릴 수 있도록 늘 최선을 다해 달리겠습니다!",kr.co.kbc.cha.android,
Android,네이처그린,5,,너무 좋아요 쓰기 편해요,2025-08-29 16:24:45,0.0,"안녕하세요 네이처그린 고객님, KB차차차입니다. KB차차차 이용이 편리하셨나요? KB차차차에서는 내 차 팔기도! 사기도! 완전 편리하게 이용하실 수 있답니다~♥ 앞으로도 슬기로운 중고차 생활을 위해 KB차차차와 함께해주세요~!♥",kr.co.kbc.cha.android,
Android,압구정최소희,5,,굿 편리하고 간결한 어플입니다. 중고차 어플중 추천할만 합니다.,2025-08-29 16:08:09,0.0,"안녕하세요 압구정최소희 고객님, KB차차차입니다. 소중한 리뷰 칭찬 감사합니다 국내 최다 매물을 보유한 KB차차차에서는 편리한 검색기능도 함께 갖추어 원하시는 차량을
보다 쉽고 편리하게 찾아보실 수 있습니다!! 소중한 의견 감사드리고 보다 나은 서비스 제공을 위해
더욱 노력하는 KB차차차 될 것을 약속드립니다. 감사합니다. :)",kr.co.kbc.cha.android,5.3.9
Android,이혜민,5,,차가 두대라 바꿀때되면 항상시세확인필슈,2025-08-29 16:05:40,0.0,"안녕하세요 이혜민 고객님, KB차차차입니다. 소중한 리뷰 남겨주셔서 감사합니다♥
차량 2대를 보유하고 계시는 군요! 내차 사고, 팔기 모두 KB차차차에서 가능하니 앞으로도 자주 관심가져주실 거죠?
KB차차차가 제공하는 시세는 믿을 수 있는 AI 기반의 국민시세로 고객님께서 든든하게 이용하실 수 있습니다 :) 앞으로도 많은 관심 부탁드립니다. 감사합니다♥",kr.co.kbc.cha.android,5.3.7
Android,쿄쿄,5,,좋은 중고차 정보 및 다양한 혜택 주네요,2025-08-29 16:03:53,0.0,"안녕하세요 쿄쿄 고객님, KB차차차입니다. 우선 소중한 리뷰 감사드립니다♥ 간편 회원가입 후 차량번호를 입력해주시면 내 차 시세 조회 및 내 차의 보험, 사고이력 조회가 가능하며 놓치기 쉬운 차량관리 서비스를 알아서 차차차가 챙겨 드립니다. 고객님의 성원에 힘입어 다양한 이벤트 또한
진행되고 있으니 앞으로도 KB차차차 많은 관심과 이용 부탁 드립니다. 감사합니다♥",kr.co.kbc.cha.android,5.3.9
Android,Junga Choi,5,,차 시세를 간편하게 알 수 있고 내가 원하는 차량을 한눈에 비교해줘서 편리합니다!!,2025-08-29 16:03:50,0.0,"안녕하세요 Junga Choi 고객님, KB차차차입니다. 칭찬, 진심으로 감사드립니다♥ KB차차차는 고객님들께서 보다 쉽고 편리하게 중고차를
거래하실 수 있도록 다양한 서비스를 통해 도와드리고 있어요. 소중한 리뷰 감사드리고 앞으로도
KB차차차에 많은 사랑과 관심 부탁드립니다. 감사합니다♥",kr.co.kbc.cha.android,
Android,제이제이,5,,ui부터 직관적이고 차테크에최적,2025-08-29 16:01:45,0.0,"안녕하세요, 제이제이 고객님 KB차차차입니다. 우선 소중한 리뷰 정말 감사드립니다!♥ KB차차차만의 '차테크' 서비스를 이용하고 만족하셨다니 저희도 기뻐요! 차테크 서비스에서 내 한도 조회하고~ 조회된 한도로 예산에 맞는 차량도 온라인을 통해 구매하실 수 있으니 자주 이용해주세요! 감사합니다!♥",kr.co.kbc.cha.android,5.3.9
Android,입닫고 빵이나 먹어,1,,어플 평가 좋길래 중고차 사려고 방문 했더니 어김없이 허위매물유도 일산에서 수원까지 왕복 4시간 걸렸는데 너무 허탈하다,2025-08-29 14:50:04,0.0,"안녕하세요 고객님. 먼곳에서 귀한 걸음 해주셨는데 기대에 부응하지 못해 죄송한 마음입니다. KB차차차는 허위매물 등으로 소비자를 기망하는 딜러가 확인되면 강력한 주의조치를 주는 정책을 운영하고 있습니다. 허위 매물 유도에 대한 상세 내역을 KB차차차 1:1 문의함을 통해 상세히 등록해 주시거나 고객센터(1670-4777)를 통해 접수해주시면 해당 내용 조사를 통해 조치후 고객님께 조치내용을 전달드리도록 하겠습니다. 서비스 이용에 만족을 드리지 못한 점 사과드리며, 보다나은 서비스로 소비자 중심 경영을 실현하는 KB차차차가 되도록 꾸준히 개선해 나가겠습니다. 감사합니다.",kr.co.kbc.cha.android,5.3.9
iOS,우원채,1,로그인 계속 튕김,로그인 계속 튕깁니다. 점검해주세요,2025-08-28 16:29:33,,,1112366886,5.0.5
Android,김혜인,5,,중고차 구매하고싶어서 다운받았는데 시세도 정확하고 믿음직스러워요,2025-08-22 22:09:01,0.0,"안녕하세요 고객님. 차를 산다는 건 정말 큰 결정이죠. 그런 중요한 순간에 KB차차차를 선택해 주셔서 진심으로 감사드립니다 ♥ 소중한 리뷰 감사드리며, 앞으로도 중고차 구매의 든든한 파트너로서 늘 고객님 곁에 있겠습니다!",kr.co.kbc.cha.android,5.3.7
Android,간간인,5,,여러 정보를 볼수있어 좋아요,2025-08-22 22:00:59,0.0,"
안녕하세요 고객님, KB차차차입니다.
국내 최다 매물을 보유한 KB차차차에서는 편리한 검색기능도 함께 갖추어 원하시는 차량을 보다 쉽고 편리하게 찾아보실 수 있습니다!!
소중한 의견 감사드리고 보다 나은 서비스 제공을 위해 더욱 노력하는 KB차차차 될 것을 약속드립니다. 감사합니다. :)",kr.co.kbc.cha.android,
Android,한지우,5,,중고차 알아볼때 너무 유용해요! 직접 발품안팔아도 앱으로 자세하게 알아볼수있어서 정말좋아요,2025-08-22 18:36:28,0.0,안녕하세요 고객님. 발품 팔지 않아도 되는 편리함! 바로 KB차차차가 전해드리고 싶은 경험이었어요~~ 고객님의 말씀 덕분에 저희가 가는 방향이 맞다는 확신이 듭니다! 앞으로도 더 유용하고 신뢰할 수 있는 서비스로 보답드릴게요!,kr.co.kbc.cha.android,5.3.2
Android,김문기,5,,보기 편하고 쉬운 설명 좋습니다~~~,2025-08-22 18:17:47,0.0,"안녕하세요 고객님. 보기 편하고 쉬운 설명이 도움되 되셨다니 마음이 뿌듯해집니다. 자동차에 대해 잘 모르시는 분들도 KB차차차를 이용하시기 쉽고, 또 KB차차차에 머무르시는 시간이 의미있을 수 있도록 계속 노력하는 KB차차차가 되겠습니다^^",kr.co.kbc.cha.android,
Android,박주원,5,,중고차 매매할 때 구체적이고 신뢰도 있는 정보가 있어 도움이 되고 매물이 많아 거래할 때 좋습니다^^,2025-08-22 18:06:45,0.0,안녕하세요 고객님. 말씀해주신 것처럼 중고차 매매에서 가장 중요한 것은 '신뢰할 수 있는 정보'와 '다양한 매물'이라고 생각합니다. 중고차를 매매하실 때 KB차차차가 언제나 든든한 나침반과 지도 같은 역할을 해드릴 수 있도록 늘 최선을 다하겠습니다. 감사합니다!,kr.co.kbc.cha.android,5.3.2
Android,조영남,5,,차량이 많아서 보기좋아요~ 차 바꿀때 이용했어요~,2025-08-22 17:43:32,0.0,"안녕하세요 고객님. 고객님께서 차량을 바꾸실 때 저희 KB차차차를 이용해주셨다니, 저희에게는 더 없는 보람입니다. 다양한 매물을 제공하는 것은 저희가 가장 신경 쓰는 부분 중 하나인데, 고객님께서 만족해주셨다니 큰 힘이 되네요. 다음 번에도 차량을 바꾸실 때 가장 먼저 떠올리실 수 있는 KB차차차가 되도록 노력하겠습니다^^",kr.co.kbc.cha.android,5.3.7
Android,이정인,5,,앱 포인트를 활용할 수 있는 마켓이 있으면 좋겠어요. 어플 자체는 편하고 좋습니다.,2025-08-22 17:42:20,0.0,안녕하세요 고객님. 고객님의 소중한 의견과 따뜻한 말씀 진심으로 감사드립니다. 말씀해 주신 의견은 저희가 서비스 개선에 적극 반영할 수 있도록 검토하여 더 알차고 만족스러운 KB차차차가 될 수 있도록 노력하겠습니다. 감사합니다!,kr.co.kbc.cha.android,5.3.7
Android,구영아,5,,KB 차차차❤역시 최고입니다^^ 자동차 앱인데 차차차라니 이름부터 귀에 때려박혀서 참신합니다 게다가 앱이 진짜 사용하기 편하게 쉽게 구성되었습니다 다채로운 이벤트도 자주있어서 안 쓸 이유가 없습니다❤ 무조건 칭찬합니다❤,2025-08-22 17:20:20,4.0,"안녕하세요 고객님. 이름부터 마음에 들어해주시고, 사용성과 이벤트까지 모두 칭찬해주시니 정말 감동입니다. 앞으로도 이름값 제대로, 고객님의 응원에 걸맞게 더 좋은 서비스로 보답드리겠습니다 ♥",kr.co.kbc.cha.android,5.3.7
