platform,author,rating,title,content,date,thumbs_up,developer_reply,app_identifier,ap_version
Android,아예음오아예,2,,아니 계약중이면 게시물을 쳐내리던가 9999라고 해놔서 쓸데없이 보기 불편한데 이런거 제재안해요? 그리고 뒤로가기 누르면 바로 꺼져야지 왜 광고에서는 ㄱ빡치게 몇초간 뒤로가기 안먹히게 해놔요. 요즘 신뢰 문제도 많던데 이런거때매 엔카 어플 켜기가 시름.,2025-11-04 23:42:54,4.0,,com.encar.encarMobileApp,7.4.2
iOS,Zeus6860,4,개선 사항,"옵션 개편이 필요합니다.
렌트이력x만 보기, 1인 소유만 보기,
그리고 이건 반드시 해야합니다.
Suv 차종별로 구분좀 해서 볼 수 있게 해주십쇼.",2025-11-04 17:39:33,,,404512755,6.4.6
Android,SY C,1,,조건 저장 먹통....,2025-10-31 13:03:34,1.0,,com.encar.encarMobileApp,7.4.2
iOS,어쩔티비빤스,1,로그인이 안 돼요,로그인이 안 됩니다 업데이트도 했는데 ㅡㅡ,2025-10-30 02:10:32,,,404512755,6.4.4
Android,JI LEE,5,,"실제로 엔카통해서 차량도 많이 구매 했고 좋은데 앱에서 복수 체크 검색은 안되는건가요? (예시, SUV 카테고리에서 BMW 쉐보레 링컨등 복수 선택)",2025-10-27 07:18:51,0.0,,com.encar.encarMobileApp,7.3.9
iOS,🤢🥴🤐🥱😴,5,제발 소프트웨어 관리좀…,아이폰 17프로 사용중인데 앱만 들어가면 잔렉이 너무 심해요… 렉 버퍼링좀 해결해주세요,2025-10-27 04:56:15,,,404512755,6.4.2
iOS,빚다만 내 얼굴,3,판매자와 오픈채팅,"이럴거면 왜 만들었나요?
길게 치면 일정 글자 이상은 무조건 잘리네요.
이걸 채팅이라고 부를 수가 있나요?",2025-10-21 18:45:41,,,404512755,6.4.2
Android,사람사는세상,5,,좋은값에 내차를 팔자,2025-10-21 13:49:18,0.0,,com.encar.encarMobileApp,7.0.7
Android,김대훈,1,,똑같다. 딜러들은 어텋게든 깍으려고 하기 때문에 다른 플렛폼 보다 가격을 더 쳐주진 않았다.,2025-10-19 08:15:50,0.0,,com.encar.encarMobileApp,7.3.7
Android,aster bang,1,,렌트 이력 필터를 왜 안넣는지 이해가 안됨,2025-10-14 07:35:44,1.0,,com.encar.encarMobileApp,7.3.6
Android,Jaeshik Sohn (Jason),4,,다크모드좀 추가해주세요,2025-10-13 23:01:59,0.0,,com.encar.encarMobileApp,7.3.6
Android,G.T. KWON,1,,열때마다 업데이트야 ㅡㅡ,2025-10-13 22:59:51,0.0,,com.encar.encarMobileApp,7.3.4
Android,세피김,5,,좋아요 중고차구입시 필수앱,2025-10-07 23:12:21,0.0,,com.encar.encarMobileApp,7.3.6
Android,Ca thu,2,,쓰기 개불편함 중복차량만 보여줌 이럴꺼면 차라리 kb차차차 인터페이스 편해서 그거본다 ㅡㅡ,2025-10-06 18:56:12,1.0,,com.encar.encarMobileApp,7.3.6
Android,김재혁,5,,너무좋아요 ㅎ,2025-10-02 21:46:41,0.0,,com.encar.encarMobileApp,7.3.6
iOS,튜닝카매니아,5,SK엔카 왜 못뜨는지 아십니까??,"일단 엔카??? 다 좋습니다. 평소 SK엔카를 사랑하는 유저이지만 오늘만은 쓴소리좀 하겠습니다.
보배드림이 왜 중고차계의 1등인지 아십니까??? 바로 저같은 차쟁이들은 튜닝카를 많이 보는데 보배드림같은 경우에는 튜닝카를 따로 볼수있습니다. 
누군가는 자동차를 그냥 타고다니는 이동수단에 불과하지만 남성의 70프로는 알게 모르게 튜닝에 관심이 있다고 보면되요.  그래서 보배드림이 중고차사이트에서 커뮤니티화 되는거구요.  업데이트해서 튜닝카만 따로 볼수있게 해주십시오.  솔직히 튜닝카 일반카 분류하는거 데이타 베이스 적으로  어렵지 않잖아요.  시스템에 대해 대략 알고있습니다. 
제가 장담합니다 튜닝카메뉴 새로 만들고  보배드림처럼 커뮤니티 게시판좀 만들어서 다같이 참여할수있게 만든다면 보배드림 재끼는건 일도 아니겠죠..  업데이트 부탁합니다.",2025-10-02 04:50:12,,,404512755,6.4.0
Android,이진석,1,,엔카믿고? 엔카믿거,2025-10-01 17:00:32,0.0,,com.encar.encarMobileApp,7.3.5
Android,성이름,1,,허구헌날 업데이트함. 업데이트하기 귀찮으니까 작작좀 해라,2025-09-29 17:19:03,0.0,,com.encar.encarMobileApp,7.3.5
Android,dfg,2,,중복된 동일 상품이 왜케 많은거에요,2025-09-28 15:11:44,0.0,,com.encar.encarMobileApp,7.2.9
Android,김창덕,5,,너무 믿음이좋다,2025-09-27 20:24:45,0.0,,com.encar.encarMobileApp,7.3.5
Android,권민철,5,,좋아요,2025-09-27 13:58:12,0.0,,com.encar.encarMobileApp,7.3.4
Android,정승,1,,여기서 차사고 이틀 뒤에 엔진 경고등 들어왔습니다. 차사지 마세요,2025-09-26 08:51:50,0.0,"안녕하세요, 고객님. 엔카닷컴입니다.
이용에 불편을 드려 대단히 죄송합니다.
저희 엔카닷컴은 허위 매물이 없는 중고차 플랫폼을 만들기 위해 ‘클린엔카’ 전담팀이 다양한 정책과 방법을 통해 철저하게 관리하고 있습니다.
허위 매물로 의심되는 차량이 있다면, 인증 아이디로 로그인하신 후 신고 접수해 주시기 바랍니다. 접수해 주신 내용은 담당 부서에서 확인 후 신속히 처리하겠습니다.
신뢰할 수 있는 중고차 플랫폼이 될 수 있도록 더욱 노력하겠습니다. 감사합니다.
※ 앱 사용 중 문의 사항이나 불편 사항은 대표전화(1599-5455) 또는 앱 내 [앱 불편 신고]를 통해 접수해 주시면 빠르게 도움드리겠습니다. ※",com.encar.encarMobileApp,7.3.5
Android,이도훈,4,,한눈에 보기도 편하고 넘 좋와요.,2025-09-25 14:49:35,0.0,,com.encar.encarMobileApp,7.3.4
Android,Melato,4,,옵션 검색기능에 해당 옵션이 없는 차량만 검색하는 기능도 넣어주셨으면 좋겠습니다. 예를 들면 썬루프 없는 차량만 검색할 수 있도록요.,2025-09-25 10:28:35,1.0,,com.encar.encarMobileApp,7.3.5
Android,투덜이,5,,언제 매물이 나왔는지 날짜를 볼수 있었으면 좋겠습니다,2025-09-22 14:49:47,0.0,,com.encar.encarMobileApp,6.9.4
Android,김홍성,5,,좋아요,2025-09-14 14:51:46,0.0,,com.encar.encarMobileApp,7.1.6
Android,캉캉미캉,1,,로그인 화면에서 구글 선택 시 앱이 아예 멈춰버리는 문제 아직도 해결 안됐습니다. 업데이트도 해보고 앱도 재설치 해봤습니다. 신속히 해결 부탁드립니다.,2025-09-12 06:41:29,0.0,"안녕하세요, 고객님. 엔카닷컴입니다.
현재 해당 현상은 원인 파악 중에 있습니다. 보다 신속한 확인을 위해 고객님의 기기, 앱 실행 시점 등의 추가 정보가 필요합니다.
번거로우시겠지만, 대표전화(1599-5455)로 연락해 주시면 보다 빠르게 도움드릴 수 있도록 하겠습니다.",com.encar.encarMobileApp,7.3.3
Android,박유준,5,,차 찾아보면 행복함,2025-09-11 16:36:20,0.0,,com.encar.encarMobileApp,7.3.3
Android,이남윤,1,,ㄱ키ㄲㆍㄲㅣ끼ㅣㅣㅣㅣ ㅣㄲ ㅣㄲ 지금 a킼 키ㅣ끼키키끼 키ㅣ끼키키끼a2ㅋ 그거 ㄱㅋ,2025-09-08 20:39:14,0.0,,com.encar.encarMobileApp,
iOS,Westhouse123,1,옵션응  배제 하는 방식도 만들어줘요,예를 들어 썬룹 없는 차만 보이게 하는?,2025-09-07 01:23:05,,,404512755,6.3.6
Android,임성윤,5,,딜러용 진단평가예약완료후 초기화면으로갈수있는 버튼하나만 만들어주세요 매번 앱 재실행을해야합니다ㅜㅜ,2025-09-02 14:20:43,2.0,,com.encar.encarMobileApp,7.3.0
Android,한종혁,5,,하루에도 엔카를 수도 없이 많이 들어갑니다. 그런데 다른 매물을 보려고 뒤로가기를 하면 홈 화면으로 돌아가면서 Sorting방식이 초기화 됩니다. 간헐적 이라기엔 빈도수가 많긴 한데 Session 다중화 방식 중 문제가 있는 것으로 의심되는데 이 점이 해결된다면 엔카라이프가 더 행복해질 것 같네용,2025-09-01 08:22:26,139.0,,com.encar.encarMobileApp,7.3.0
Android,이냐옹,1,,강제업데이트좀 그마안...,2025-08-31 13:59:28,0.0,"안녕하세요, 고객님. 엔카닷컴입니다.
먼저, 이용에 불편을 드린 점 진심으로 사과드립니다.
더욱 안정적인 서비스 제공을 위해 앱의 업데이트가 필요할 수 있습니다.
고객님의 너그러운 양해 부탁드리며,앞으로도 더 나은 이용 환경을 제공할 수 있도록 노력하겠습니다.

※ 앱 사용 중 문의사항이나 불편 사항이 있으실 경우 대표전화(1599-5455) 또는 앱 내 앱 불편 신고를 통해 접수해 주시면 신속하게 도움드리겠습니다. ※",com.encar.encarMobileApp,7.2.6
Android,선종호,4,,된장국 ㅣㅣㆍㅈ듲ㅈ,2025-08-30 04:04:47,0.0,,com.encar.encarMobileApp,
Android,남김정복,5,,좋아요 거지같은 허위의 물 좀 안나왔으면 좋겠네요,2025-08-24 05:25:47,0.0,,com.encar.encarMobileApp,
Android,임소정,1,,차량검수자가 바보인가? 차를 팔려고 검수자가 나와서하고 갔는데 차를 완전 사고차로 만들었네요... 견적보고 깜짝놀라서보니 어의없네요 파는차가 이런데 사는차는 괜찮은건가요?,2025-08-23 03:43:44,0.0,"안녕하세요, 고객님. 엔카닷컴입니다.
차량 검수는 차량의 실제 상태를 기준으로 전문가에 의해 객관적으로 진행되며, 해당 리포트를 바탕으로 딜러분들이 입찰을 진행하게 됩니다.
이 과정에서 예상보다 낮은 견적이 산출될 수 있는 점 양해 부탁드립니다.
추가로 엔카에서 구매하시는 차량은 걱정하지 않으셔도 됩니다.
‘엔카진단’ 차량은 진단마스터가 직접 사고 유무, 등급, 옵션까지 엄격하게 진단한 차량입니다.
또한, 허위 매물이 없는 중고차 플랫폼을 만들기 위해 ‘클린엔카’ 전담팀이 철저하게 관리하고 있습니다.
더욱 신뢰할 수 있는 중고차 플랫폼이 되도록 최선을 다하겠습니다.

*비교견적 대표전화 : 070-7467-1900",com.encar.encarMobileApp,7.2.9
Android,김상수,1,,사고 무사고 필터 없애니까 개답답 시간 낭비함,2025-08-23 01:41:31,0.0,"안녕하세요, 고객님. 엔카닷컴입니다.
무사고 차량은 ‘엔카진단’ 필터를 사용하여 쉽게 검색하실 수 있습니다.
‘엔카진단’은 20년 이상의 노하우와 전문 진단 마스터가 사고 유무, 등급, 옵션까지 엄격하게 진단한 차량입니다. 프레임(주요골격)에 손상이 없는 차량만 등록되며, 구매 후 진단 결과에 오류가 있을 경우 보상 정책도 운영하고 있어 안심하고 이용하실 수 있습니다.
엔카와 함께 언제나 안전하고 신뢰할 수 있는 중고차 거래가 되시길 바랍니다.
※ 앱 사용 중 문의사항이나 불편 사항이 있으시면 대표전화(1599-5455) 또는 앱 내 앱 불편 신고 기능을 통해 접수해 주시면 신속히 확인하여 도와드리겠습니다. ※",com.encar.encarMobileApp,
iOS,환무룩,5,업데이트가안욈,가계약하고나서 업데이트떳는데 업데이트가 진행이안되네여..;,2025-08-22 21:47:20,,,404512755,6.3.4
Android,안용환,4,,매물검색시 동일매물이 중복으로 나타나는거 매우 불편합니다,2025-08-22 19:36:34,0.0,,com.encar.encarMobileApp,7.2.9
Android,Kite Kim,1,,솔직히 사용이력있는차는 거를수잇는 검색조건있어야하는데,2025-08-22 16:17:06,0.0,"안녕하세요, 고객님. 엔카닷컴입니다.
고객님의 소중한 의견은 관련 부서에 전달하여 향후 서비스 개선에 참고하겠습니다.
이용에 불편이 없도록 고객님의 목소리에 항상 귀 기울이며 앞으로도 발전하는 엔카닷컴이 되겠습니다.
감사합니다.
※ 앱 사용 중 문의사항이나 불편 사항이 있으시면 대표전화(1599-5455) 또는 앱 내 앱 불편 신고 기능을 통해 접수해 주시면 신속하게 도움드리겠습니다. ※",com.encar.encarMobileApp,7.2.8
iOS,//George Cho//,5,다 좋은데...,다크모드좀 넣어주세요 밤에 눈이 너무 아파요,2025-08-22 05:12:59,,,404512755,6.3.4
iOS,효성때려잡기,5,엔카통해 차량구입했네요,앤카믿고 통해 구입해서 좋아요 차량보고 마음에 안드는 차량은 다음에 안보기 설정하면 좋을고같습니다.,2025-08-22 00:06:06,,,404512755,6.3.4
iOS,써보고싶은뒵,5,cc(배기량) 분류는 안되는걸까요?,"대한민국 남자들 필수어플 엔카
딱 하나 바라는게 있다면 cc(배기량) 분류가있었으면 좋겠습니다 ㅠㅠ",2025-08-21 20:29:04,,,404512755,6.3.4
Android,꾸꾸까까,1,,갤럭시 왜 데이터 오류뜸? 로그인도 안되네 갤럭시업데이트를 못 쫓아오는거임 아님 어플자체가 지금 문제가 있는거임? 차량 종류도 안떠요 로그인도 안되고,2025-08-18 08:53:25,0.0,"안녕하세요, 고객님. 엔카닷컴입니다.
이용에 불편을 드려 진심으로 죄송합니다.

현재 해당 현상은 원인 파악 중에 있으며, 보다 신속한 확인을 위해 아래와 같은 정보가 필요합니다.
- 네트워크 환경(LTE/5G/Wi-Fi)
- 오류 발생 경로(예: 앱 실행 직후, 차량 검색 이후 등)
 번거로우시겠지만, 위 내용을 대표전화(1599-5455) 또는 앱 내 [앱 불편 신고]를 통해 접수해 주시면 더욱 빠르게 도움드릴 수 있도록 하겠습니다. 감사합니다.",com.encar.encarMobileApp,7.2.8
iOS,imusecarr,5,많아서 좋아요,검색 좋아요,2025-08-17 18:09:21,,,404512755,6.3.2
Android,리치,1,,데이터로딩오류 수정좀,2025-08-10 17:11:15,0.0,"안녕하세요, 고객님. 엔카닷컴입니다.
이용에 불편을 드려 진심으로 죄송합니다.

현재 해당 현상은 원인 파악 중에 있으며, 보다 신속한 확인을 위해 아래와 같은 정보가 필요합니다.
- 네트워크 환경(LTE/5G/Wi-Fi)
- 오류 발생 경로(예: 앱 실행 직후, 차량 검색 이후 등)
 번거로우시겠지만, 위 내용을 대표전화(1599-5455) 또는 앱 내 [앱 불편 신고]를 통해 접수해 주시면 더욱 빠르게 도움드릴 수 있도록 하겠습니다.
감사합니다.",com.encar.encarMobileApp,
Android,정대활,1,,엔카에서 차량구매 후 피해본 사람입니다.사기친 중고차 딜러가 있어요 어찌하나요?,2025-08-08 22:49:27,0.0,"안녕하세요, 고객님. 엔카닷컴입니다.
이용에 불편을 드려 대단히 죄송합니다.
저희 엔카닷컴은 허위 매물이 없는 중고차 플랫폼을 만들기 위해 ‘클린엔카’ 전담팀이 다양한 정책과 방법을 통해 철저하게 관리하고 있습니다.
만약 차량 거래 과정에서 피해를 입으셨다면, 인증 아이디로 로그인하신 후 신고 접수해 주시기 바랍니다.
접수해 주신 내용은 담당 부서에서 확인 후 신속히 처리하겠습니다.
앞으로 신뢰할 수 있는 중고차 플랫폼이 될 수 있도록 노력하겠습니다.
※ 앱 사용 중 문의 사항이나 불편 사항은 대표전화(1599-5455) 또는 앱 내 [앱 불편 신고]를 통해 접수해 주시면 신속하게 도움 드리겠습니다. ※",com.encar.encarMobileApp,7.2.7
Android,김성용,5,,좋아요,2025-08-07 08:46:11,0.0,,com.encar.encarMobileApp,7.2.6
Android,LUGY,4,,다 좋은데 국산차에서 N이나 GT도 따로 분류해주면 좋겠어요.. 수백대의 차 중에서 일일이 스크롤 내리면서 찾으면 살 마음도 없어질듯,2025-08-06 18:57:29,1.0,,com.encar.encarMobileApp,7.2.6
Android,성배박,5,,좋아요~,2025-08-06 10:59:13,0.0,,com.encar.encarMobileApp,7.2.5
Android,최상국,5,,좋아요,2025-08-05 15:50:09,0.0,,com.encar.encarMobileApp,7.2.1
Android,이현,1,,"ᆞ9 ᄌᄃ6 ᄎᄐ ᄎ9 ᄌ66 ᄄ6 ᄌ69 ᆢ ᄎ, ᄂᄃ ᄌ5 Kim Tae-ho Ah, really 6 ᄌ",2025-08-04 14:13:22,0.0,,com.encar.encarMobileApp,7.0.9
iOS,욱이씨,2,업데이트,"업데이트후 항상 문제가 많아요
지금도 마이페이지 회면이 반만 나옴",2025-08-01 04:59:06,,,404512755,6.2.8
Android,SungGi Mun,5,,인터페이스가 편리함,2025-07-31 10:23:45,0.0,,com.encar.encarMobileApp,7.2.4
iOS,jinungeem,1,허위매물 있어요,허위매물 있어요 시간낭비하지마셔요 다들,2025-07-30 20:40:58,,,404512755,6.2.8
iOS,진로봇,1,렌트이력 필터 만들어달라는건 계속 무시하시네요,지속적으로 요청 남기는데 항상 제 답변만 씹으시네ㅎㅎ,2025-07-30 16:43:23,,,404512755,6.2.7
Android,나의꿈키타인생,5,,조명발로 사기치는 매장 잘 걸르시길 외판 내판 흠집있는것도 어디 어디 있다고 모두 자세히 빠짐없이 올려야합니다. 흠집사진 의무적으로 올려야합니다. 조명발에 속지않도록 소비자들 보호해야합니다. 흠집사진 있는데로 사진 올리는것 의무화 시급히 추진해야 합니다.,2025-07-30 16:16:13,2.0,,com.encar.encarMobileApp,7.2.4
Android,윤명기,1,,사고 있는차도 전부 무사고차라고 하네,2025-07-30 15:44:00,1.0,"안녕하세요, 고객님. 엔카닷컴입니다.
이용에 불편을 드려 대단히 죄송합니다.
저희 엔카닷컴은 허위 매물이 없는 중고차 플랫폼을 만들기 위해 ‘클린엔카’ 전담팀이 다양한 정책과 방법을 통해 철저하게 관리하고 있습니다.
만약 허위 매물로 의심되는 차량이 있다면, 인증 아이디로 로그인하신 후 신고 접수해 주시기 바랍니다.
접수해 주신 내용은 담당 부서에서 확인 후 신속히 처리하겠습니다.
앞으로도 신뢰할 수 있는 중고차 플랫폼이 될 수 있도록 더욱 노력하겠습니다.
감사합니다.
※ 앱 사용 중 문의 사항이나 불편 사항은 대표전화(1599-5455) 또는 앱 내 [앱 불편 신고]를 통해 접수해 주시면 빠르게 도움드리겠습니다. ※",com.encar.encarMobileApp,7.2.1
iOS,설@,5,카테고리 요청,"안녕하세요 
저희엄마가 최근 교통사고로 
의식이 돌아오지않고 장애인판정을 받았습니다 
이로인해 차량을 구매해 장애인차량으로 개조를 하거나
애초에 장애인차량을 구입해야하는데요
개조하는데 비용이 최소 700~1000만원대까지 나가요 
그래서 장애인차량으로 개조되어 있는 차량을 구매하고싶은데..
카테고리에 장애인차량 구분이 없어서
아쉽습니다 
만들어주시면 꼭 정말 너무 감사할거같아요..",2025-07-28 19:27:35,,,404512755,6.2.7
Android,JH K,1,,구매계산기에 딜러수수료니 관리비니 보증료니 하는 이유로 현장에서 딜러들리 붙일려는 항목들이 전혀 나와있지 않음. 현장가면 무슨 근거로 얼마를 부를지 알 수가 없는 앱.,2025-07-27 04:00:09,0.0,"안녕하세요, 고객님. 엔카닷컴입니다.
현재 해당 기능은 실제 거래 시 발생할 수 있는 다양한 비용 정보를 보다 명확히 안내해드릴 수 있도록 개선 중입니다.
다만, 차량 거래 시 발생하는 각종 수수료는 등록 지역과 시점에 따라 달라질 수 있으므로, 정확한 예상 금액 안내가 어려운 점 양해 부탁드립니다.
엔카닷컴에서 제공하는 구매 예상 비용은 참고용으로만 활용해주시고,
실제 거래 전에는 반드시 충분한 상담을 통해 정확한 비용을 확인해주시기 바랍니다.
앞으로도 더 나은 서비스 제공을 위해 최선을 다하겠습니다.
감사합니다.

※ 대표전화: 1599-5455",com.encar.encarMobileApp,7.2.3
Android,김수민,5,,실제로 우리집 똥차 보내는데 다른 딜러가 폐차값만나올거 같다고 60얘기한거 엔카에선 딜러들이 최소 150~200까지 다양하게부름 오히려 그러다보니 믿음이가고 엔카딜러를 굳이 만나지않아도 되서 엔카 전담 기사님이 오시고 바로 해결도했음 그냥 차량수거기사님이 불친절하긴했지만 중고차 살때 다시보려함,2025-07-26 08:29:49,14.0,,com.encar.encarMobileApp,7.2.3
Android,이원규,4,,신속한 차량정보 공유 및 입찰이 마음에 들었습니다.,2025-07-25 09:03:45,0.0,,com.encar.encarMobileApp,7.2.1
iOS,ebayc,1,아이폰 구동,"업뎃이후 구동안됨
아이폰에서 어플 구동 안됨",2025-07-24 16:39:16,,,404512755,6.2.6
Android,Nan Arayoo,2,,갤럭시 21 업데이트 했는데 데이터로딩실패라고 뜨고 아무것도 안됨 어플 지우고 다시깔아도 마찬가지입니다,2025-07-24 15:16:41,3.0,"안녕하세요, 고객님. 엔카닷컴입니다.
이용에 불편을 드려 진심으로 죄송합니다.
현재 해당 현상은 원인 파악 중에 있으며, 보다 신속한 확인을 위해 아래와 같은 정보가 필요합니다.
- 네트워크 환경(LTE/5G/Wi-Fi)
- 오류 발생 경로(예: 앱 실행 직후, 차량 검색 이후 등)
번거로우시겠지만, 위 내용을 대표전화(1599-5455) 또는 앱 내 [앱 불편 신고]를 통해 접수해 주시면 더욱 빠르게 도움드릴 수 있도록 하겠습니다.
감사합니다.",com.encar.encarMobileApp,7.2.3
Android,진해성,5,,실제 딜러와의 협상도 중요하겠지만 실시간 빠른 응답률과 시스템 아주 만족합니다,2025-07-24 07:16:07,0.0,,com.encar.encarMobileApp,7.2.3
Android,해풍,5,,우선 편하네요,2025-07-22 20:05:23,0.0,,com.encar.encarMobileApp,7.2.1
iOS,도이치최고,1,망해가나,헤이딜러에게 왜 못비비는지 알겠다 딜러들 차파는데 거기다가 시세조회를 ㅋㅋㅋㅋ,2025-07-21 19:16:03,,,404512755,6.2.4
Android,H Kim,1,,구글로그인이 앱에서는 왜 안되죠? 개인정보 개털린 sk가 이러니 의심부터 하게 되네요,2025-07-21 00:42:37,0.0,"안녕하세요, 고객님. 엔카닷컴입니다.
먼저, 이용에 불편을 드린 점 진심으로 사과드립니다.
해당 현상은 현재 수정 조치되어 구글 로그인이 정상적으로 가능합니다.
일시적인 오류로 인해 불편을 끼쳐 드려 대단히 죄송합니다.
또한, 현재 엔카닷컴의 최대 주주는 카세일즈이며 SK와는 관련이 없음을 안내드립니다.
감사합니다.

※ 앱 사용 중 문의사항이나 불편 사항은 대표전화(1599-5455) 또는 앱 내 [앱 불편 신고]를 통해 접수해 주시면 신속하게 도움드리겠습니다. ※",com.encar.encarMobileApp,7.2.1
Android,J Triple,1,,엔카는거르세요제발..사기업체임.결제까지 다했는데 다음날5시반까지 아무조치없다가 6시 2분남기고 연락 실화인가요..환불도 오래걸리고 심각한 사고차량을 엔카믿고진단이라고 문제없다하니 절대 사지마세요..이런업체가영업을 한다는게 문제네요,2025-07-18 17:59:24,1.0,"안녕하세요, 고객님. 엔카닷컴입니다.
이용에 불편을 드려 대단히 죄송합니다.
저희 엔카닷컴은 허위매물 없는 중고차 플랫폼을 만들기 위해 ‘클린엔카’ 전담팀이 다양한 정책과 방법을 통해 철저하게 관리하고 있습니다.
만약 ‘진단’ 차량 정보에 문제가 있었다면, 정확한 확인과 신속한 처리를 위해 번거로우시겠지만 대표전화(1599-5455)로 연락해 주시면 담당 부서에서 확인 후 안내드리겠습니다.
앞으로도 신뢰할 수 있는 중고차 플랫폼이 될 수 있도록 더욱 노력하겠습니다.
감사합니다.",com.encar.encarMobileApp,7.2.0
Android,황창석,5,,추천 합니다.,2025-07-15 17:07:35,0.0,,com.encar.encarMobileApp,7.2.0
iOS,Dhsiabwixjd,1,차를 볼 수가 없네요,전부 판매 되거나 삭제된 게시물이래요,2025-07-15 16:08:39,,,404512755,6.2.2
Android,권오종,5,,좋아요 모든지 다빠르네요,2025-07-13 12:48:21,0.0,,com.encar.encarMobileApp,7.2.0
iOS,개찌증님,1,자꾸 왜 판매된 항목이라고 뜨나요,전부 다 판매된 제품이라고 뜨네요,2025-07-11 00:39:33,,,404512755,6.2.2
iOS,항공모함,5,편하고 좋아요,차량 판매 및 구입이 편하고 좋아요.,2025-07-10 18:57:38,,,404512755,6.2.2
Android,DO KIM,2,,엔카에서 중고로 산 지 일년정도 됐는데요. 엔카에서 확인했다고 해서 믿었었는데요. 솔직히 대충 다 이상없음으로 서로 해 주는 거 아닌가 모르겠네요. 차에 대해 잘 몰라서 엔카 통해서 산 건데요. 수리비는 둘째 치고 점검도 제대로 안된 것 같은데 다 잘 된 것처럼 하는 것 같은 느낌입니다.,2025-07-10 09:38:05,48.0,,com.encar.encarMobileApp,7.2.0
iOS,재재재바다,1,스레기,스레기어플,2025-07-10 00:25:56,,,404512755,6.2.1
iOS,imusecarr,5,검색 잘 써보고 있어요,검색 기능 좋아서 잘 써보고 있어요,2025-07-08 09:28:16,,,404512755,6.2.1
Android,그곳에서,4,,차량 분류해서 검색하는 기능에 도대체 왜 렌트이력 있는 차량 거르는 기능이 없는거죠? 사람들이 많이 원할법한 기능인데 생각 못하셨나요? 아니면 의도적으로 팔아먹으려고 안넣는건가요? 당장 그 기능을 만들어주세요,2025-07-04 16:44:17,2.0,,com.encar.encarMobileApp,
Android,DongHyuk Kim,4,,렌트와 보험 이력 유무도 선택해서 검색할 수 있게 해주세요. 하나하나 선택해서 보려니 신속 정확한 구매가 어렵습니다.,2025-07-04 02:24:08,51.0,,com.encar.encarMobileApp,7.1.9
